dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,abbreviation,dept_code,report_quarter,report_fiscal_year,dept_major_code
Sinking Fund Commission (Debt Service),282632431,2021,Current Projection,Full Year,2021-06-30,Sinking Fund Commission,Sinking Fund,37,4,2021,37
Streets-Disposal,59762580,2021,Current Projection,Full Year,2021-06-30,Streets: Disposal,,12D,4,2021,12
Streets,103742783,2021,Current Projection,Full Year,2021-06-30,Streets Department,Streets,12,4,2021,12
Art Museum Subsidy,1020000,2021,Target Budget,YTD,2021-03-31,Art Museum,,34,3,2021,34
Auditing (City Controller's Office),7172928,2021,Target Budget,YTD,2021-03-31,City Controller's Office,,61,3,2021,61
Board of Ethics,579076,2021,Target Budget,YTD,2021-03-31,Board of Ethics,,45,3,2021,45
Board of Revision of Taxes,764751,2021,Target Budget,YTD,2021-03-31,Board of Revision of Taxes,BRT,63,3,2021,63
City Commissioners (Election Board),15973213,2021,Target Budget,YTD,2021-03-31,City Commissioner's Office,City Commissioners,73,3,2021,73
City Council,12383811,2021,Target Budget,YTD,2021-03-31,City Council,,01,3,2021,01
City Representative,0,2021,Target Budget,YTD,2021-03-31,Office of the City Representative,City Rep,41,3,2021,41
City Treasurer,1335822,2021,Target Budget,YTD,2021-03-31,Office of the City Treasurer,City Treasurer,40,3,2021,40
Civil Service Commission,138966,2021,Target Budget,YTD,2021-03-31,Civil Service Commission,,55,3,2021,55
Commerce,2748551,2021,Target Budget,YTD,2021-03-31,Office of the Director of Commerce,Commerce,42,3,2021,42
Commerce-Convention Center Subsidy,15000000,2021,Target Budget,YTD,2021-03-31,Commerce: Convention Center Subsidy,,42CC,3,2021,42
Commerce-Economic Stimulus,2962678,2021,Target Budget,YTD,2021-03-31,Commerce: Economic Stimulus,,42ES,3,2021,42
District Attorney,28571552,2021,Target Budget,YTD,2021-03-31,District Attorney's Office,DAO,69,3,2021,69
Finance,49110796,2021,Target Budget,YTD,2021-03-31,Office of the Director of Finance,Finance,35,3,2021,35
Finance-Budget Stabilization Reserve,0,2021,Target Budget,YTD,2021-03-31,Finance: Budget Stabilization Reserve,,35BSR,3,2021,35
Finance-Disability-Reg #32 Payroll,1589086,2021,Target Budget,YTD,2021-03-31,Finance: Reg #32,,35R32,3,2021,35
Finance-Federal Grant Reserve,0,2021,Target Budget,YTD,2021-03-31,Finance: Federal Grant Reserve,,35FGR,3,2021,35
Finance-Community College Subsidy,29769080,2021,Target Budget,YTD,2021-03-31,Finance: Community College Subsidy,,35CC,3,2021,35
Finance - Employee Benefits *,1081593509,2021,Target Budget,YTD,2021-03-31,Finance: Employee Benefits,,35EB,3,2021,35
Finance-Hero Scholarship Awards,0,2021,Target Budget,YTD,2021-03-31,Finance: Hero Scholarship Awards,,35HA,3,2021,35
Finance-Indemnities,27729010,2021,Target Budget,YTD,2021-03-31,Finance: Indemnities,,35IN,3,2021,35
Finance-Refunds,13186,2021,Target Budget,YTD,2021-03-31,Finance: Refunds,,35R,3,2021,35
Finance-School District Contribution,189433919,2021,Target Budget,YTD,2021-03-31,Finance: School District Contribution,,35SD,3,2021,35
Finance-Witness Fees,35137,2021,Target Budget,YTD,2021-03-31,Finance: Witness Fees,,35WF,3,2021,35
Fire,247712002,2021,Target Budget,YTD,2021-03-31,Fire Department,Fire,13,3,2021,13
First Judicial District,84053684,2021,Target Budget,YTD,2021-03-31,First Judicial District,FJD,84,3,2021,84
Fleet Management,32424568,2021,Target Budget,YTD,2021-03-31,Office of Fleet Management,Fleet,25,3,2021,25
Fleet Management - Vehicle Purchases,8207037,2021,Target Budget,YTD,2021-03-31,Fleet: Vehicle Lease/Purchases,,25V,3,2021,25
Free Library,32136939,2021,Target Budget,YTD,2021-03-31,The Free Library of Philadelphia,Free Library,52,3,2021,52
Human Relations Commission,1708597,2021,Target Budget,YTD,2021-03-31,Commission on Human Relations,Human Relations,54,3,2021,54
Human Services,137338793,2021,Target Budget,YTD,2021-03-31,Department of Human Services,DHS,22,3,2021,22
Labor,1696289,2021,Target Budget,YTD,2021-03-31,Labor,,03,3,2021,03
Law,11977748,2021,Target Budget,YTD,2021-03-31,Law Department,Law,44,3,2021,44
Licenses & Inspections,25671191,2021,Target Budget,YTD,2021-03-31,Department of Licenses and Inspections,L&I,26,3,2021,26
L&I-Board of Building Standards,60618,2021,Target Budget,YTD,2021-03-31,L&I: Board of Building and Standards,,29,3,2021,29
L&I-Board of L & I Review,103324,2021,Target Budget,YTD,2021-03-31,L&I: Board of Review,,27,3,2021,27
Managing Director's Office,42416415,2021,Target Budget,YTD,2021-03-31,Managing Director's Office,MDO,10,3,2021,10
Managing Director-Legal Services,50535249,2021,Target Budget,YTD,2021-03-31,MDO: Legal Services,,10LS,3,2021,10
Mayor's Office,4536649,2021,Target Budget,YTD,2021-03-31,Mayor's Office,Mayor,05,3,2021,05
Mayor's Office-Scholarships,185000,2021,Target Budget,YTD,2021-03-31,Mayor's Office: Scholarships,,05S,3,2021,05
Mayor's Office-Comm. Empowerment & Opp.,0,2021,Target Budget,YTD,2021-03-31,Mayor's Office of Community Empowerment and Opportunity,CEO,08,3,2021,08
Mural Arts Program,1913566,2021,Target Budget,YTD,2021-03-31,Mural Arts Program,Mural Arts,50,3,2021,50
Office of Arts and Culture,0,2021,Target Budget,YTD,2021-03-31,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58,3,2021,58
Office of Behavioral Hith & Intellectual disAbility,15021508,2021,Target Budget,YTD,2021-03-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,3,2021,15
Office of the Chief Administrative Officer,3917054,2021,Target Budget,YTD,2021-03-31,Office of the Chief Administrative Officer,CAO,65,3,2021,65
Office of Children and Families,301236,2021,Target Budget,YTD,2021-03-31,Office of Children and Families,OCF,66,3,2021,66
Office of Homeless Services,33872546,2021,Target Budget,YTD,2021-03-31,Office of Homeless Services,OHS,24,3,2021,24
Office of Human Resources,4034819,2021,Target Budget,YTD,2021-03-31,Office of Human Resources,OHR,56,3,2021,56
Office of Innovation and Technology-Base,51609385,2021,Target Budget,YTD,2021-03-31,Office of Innovation and Technology,OIT,04,3,2021,04
Office of Innovation and Technology-911,24259914,2021,Target Budget,YTD,2021-03-31,OIT: 911,,04911,3,2021,04
Office of the Inspector General,982525,2021,Target Budget,YTD,2021-03-31,Office of the Inspector General,OIG,48,3,2021,48
Office of Property Assessment,10826842,2021,Target Budget,YTD,2021-03-31,Office of Property Assessment,OPA,59,3,2021,59
Office of Sustainability,805764,2021,Target Budget,YTD,2021-03-31,Office of Sustainability,Sustainability,49,3,2021,49
Parks and Recreation,36324139,2021,Target Budget,YTD,2021-03-31,Department of Parks and Recreation,Parks & Recreation,16,3,2021,16
Planning & Development (1),12987257,2021,Target Budget,YTD,2021-03-31,Department of Planning and Development,Planning & Development,72,3,2021,72
Police,516250212,2021,Target Budget,YTD,2021-03-31,Police Department,Police,11,3,2021,11
Prisons,176299700,2021,Target Budget,YTD,2021-03-31,Philadelphia Prison System,Prisons,23,3,2021,23
Procurement,3492238,2021,Target Budget,YTD,2021-03-31,Procurement Department,Procurement,38,3,2021,38
Public Health,115584246,2021,Target Budget,YTD,2021-03-31,Department of Public Health,Public Health,14,3,2021,14
Public Property,37464832,2021,Target Budget,YTD,2021-03-31,Department of Public Property,Public Property,20,3,2021,20
Public Property-SEPTA Subsidy,63456000,2021,Target Budget,YTD,2021-03-31,Public Property: SEPTA Subsidy,,20SS,3,2021,20
Public Property-Space Rentals,23885873,2021,Target Budget,YTD,2021-03-31,Public Property: Space Rentals,,20SR,3,2021,20
Public Property-Utilities,24051437,2021,Target Budget,YTD,2021-03-31,Public Property: Utilities,,20U,3,2021,20
Records,2672476,2021,Target Budget,YTD,2021-03-31,Department of Records,Records,31,3,2021,31
Register of Wills,3151514,2021,Target Budget,YTD,2021-03-31,Register of Wills,,68,3,2021,68
Revenue,19772320,2021,Target Budget,YTD,2021-03-31,Department of Revenue,Revenue,36,3,2021,36
Sheriff,19725368,2021,Target Budget,YTD,2021-03-31,Office of the Sheriff,Sheriff,70,3,2021,70
Sinking Fund Commission (Debt Service),251261774,2021,Target Budget,YTD,2021-03-31,Sinking Fund Commission,Sinking Fund,37,3,2021,37
Streets-Disposal,49829800,2021,Target Budget,YTD,2021-03-31,Streets: Disposal,,12D,3,2021,12
Streets,76177105,2021,Target Budget,YTD,2021-03-31,Streets Department,Streets,12,3,2021,12
Art Museum Subsidy,1020000,2021,Actual,YTD,2021-03-31,Art Museum,,34,3,2021,34
Auditing (City Controller's Office),7172928,2021,Actual,YTD,2021-03-31,City Controller's Office,,61,3,2021,61
Board of Ethics,579076,2021,Actual,YTD,2021-03-31,Board of Ethics,,45,3,2021,45
Board of Revision of Taxes,764751,2021,Actual,YTD,2021-03-31,Board of Revision of Taxes,BRT,63,3,2021,63
City Commissioners (Election Board),15973213,2021,Actual,YTD,2021-03-31,City Commissioner's Office,City Commissioners,73,3,2021,73
City Council,12383811,2021,Actual,YTD,2021-03-31,City Council,,01,3,2021,01
City Representative,0,2021,Actual,YTD,2021-03-31,Office of the City Representative,City Rep,41,3,2021,41
City Treasurer,1335822,2021,Actual,YTD,2021-03-31,Office of the City Treasurer,City Treasurer,40,3,2021,40
Civil Service Commission,138966,2021,Actual,YTD,2021-03-31,Civil Service Commission,,55,3,2021,55
Commerce,2748551,2021,Actual,YTD,2021-03-31,Office of the Director of Commerce,Commerce,42,3,2021,42
Commerce-Convention Center Subsidy,15000000,2021,Actual,YTD,2021-03-31,Commerce: Convention Center Subsidy,,42CC,3,2021,42
Commerce-Economic Stimulus,2962678,2021,Actual,YTD,2021-03-31,Commerce: Economic Stimulus,,42ES,3,2021,42
District Attorney,30917239,2021,Actual,YTD,2021-03-31,District Attorney's Office,DAO,69,3,2021,69
Finance,48998876,2021,Actual,YTD,2021-03-31,Office of the Director of Finance,Finance,35,3,2021,35
Finance-Budget Stabilization Reserve,0,2021,Actual,YTD,2021-03-31,Finance: Budget Stabilization Reserve,,35BSR,3,2021,35
Finance-Disability-Reg #32 Payroll,1589086,2021,Actual,YTD,2021-03-31,Finance: Reg #32,,35R32,3,2021,35
Finance-Federal Grant Reserve,0,2021,Actual,YTD,2021-03-31,Finance: Federal Grant Reserve,,35FGR,3,2021,35
Finance-Community College Subsidy,29769080,2021,Actual,YTD,2021-03-31,Finance: Community College Subsidy,,35CC,3,2021,35
Finance - Employee Benefits *,1081593509,2021,Actual,YTD,2021-03-31,Finance: Employee Benefits,,35EB,3,2021,35
Finance-Hero Scholarship Awards,0,2021,Actual,YTD,2021-03-31,Finance: Hero Scholarship Awards,,35HA,3,2021,35
Finance-Indemnities,27729010,2021,Actual,YTD,2021-03-31,Finance: Indemnities,,35IN,3,2021,35
Finance-Refunds,13186,2021,Actual,YTD,2021-03-31,Finance: Refunds,,35R,3,2021,35
Finance-School District Contribution,189433919,2021,Actual,YTD,2021-03-31,Finance: School District Contribution,,35SD,3,2021,35
Finance-Witness Fees,35137,2021,Actual,YTD,2021-03-31,Finance: Witness Fees,,35WF,3,2021,35
Fire,251157626,2021,Actual,YTD,2021-03-31,Fire Department,Fire,13,3,2021,13
First Judicial District,84053684,2021,Actual,YTD,2021-03-31,First Judicial District,FJD,84,3,2021,84
Fleet Management,32424568,2021,Actual,YTD,2021-03-31,Office of Fleet Management,Fleet,25,3,2021,25
Fleet Management - Vehicle Purchases,8207037,2021,Actual,YTD,2021-03-31,Fleet: Vehicle Lease/Purchases,,25V,3,2021,25
Free Library,32136939,2021,Actual,YTD,2021-03-31,The Free Library of Philadelphia,Free Library,52,3,2021,52
Human Relations Commission,1708597,2021,Actual,YTD,2021-03-31,Commission on Human Relations,Human Relations,54,3,2021,54
Human Services,137338793,2021,Actual,YTD,2021-03-31,Department of Human Services,DHS,22,3,2021,22
Labor,1592992,2021,Actual,YTD,2021-03-31,Labor,,03,3,2021,03
Law,11977748,2021,Actual,YTD,2021-03-31,Law Department,Law,44,3,2021,44
Licenses & Inspections,25671191,2021,Actual,YTD,2021-03-31,Department of Licenses and Inspections,L&I,26,3,2021,26
L&I-Board of Building Standards,60618,2021,Actual,YTD,2021-03-31,L&I: Board of Building and Standards,,29,3,2021,29
L&I-Board of L & I Review,103324,2021,Actual,YTD,2021-03-31,L&I: Board of Review,,27,3,2021,27
Managing Director's Office,42416415,2021,Actual,YTD,2021-03-31,Managing Director's Office,MDO,10,3,2021,10
Managing Director-Legal Services,50535249,2021,Actual,YTD,2021-03-31,MDO: Legal Services,,10LS,3,2021,10
Mayor's Office,4536649,2021,Actual,YTD,2021-03-31,Mayor's Office,Mayor,05,3,2021,05
Mayor's Office-Scholarships,185000,2021,Actual,YTD,2021-03-31,Mayor's Office: Scholarships,,05S,3,2021,05
Mayor's Office-Comm. Empowerment & Opp.,0,2021,Actual,YTD,2021-03-31,Mayor's Office of Community Empowerment and Opportunity,CEO,08,3,2021,08
Mural Arts Program,1913566,2021,Actual,YTD,2021-03-31,Mural Arts Program,Mural Arts,50,3,2021,50
Office of Arts and Culture,0,2021,Actual,YTD,2021-03-31,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58,3,2021,58
Office of Behavioral Hith & Intellectual disAbility,15021508,2021,Actual,YTD,2021-03-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,3,2021,15
Office of the Chief Administrative Officer,3917054,2021,Actual,YTD,2021-03-31,Office of the Chief Administrative Officer,CAO,65,3,2021,65
Office of Children and Families,301236,2021,Actual,YTD,2021-03-31,Office of Children and Families,OCF,66,3,2021,66
Office of Homeless Services,34872546,2021,Actual,YTD,2021-03-31,Office of Homeless Services,OHS,24,3,2021,24
Office of Human Resources,4034819,2021,Actual,YTD,2021-03-31,Office of Human Resources,OHR,56,3,2021,56
Office of Innovation and Technology-Base,51609385,2021,Actual,YTD,2021-03-31,Office of Innovation and Technology,OIT,04,3,2021,04
Office of Innovation and Technology-911,24259914,2021,Actual,YTD,2021-03-31,OIT: 911,,04911,3,2021,04
Office of the Inspector General,982525,2021,Actual,YTD,2021-03-31,Office of the Inspector General,OIG,48,3,2021,48
Office of Property Assessment,10826842,2021,Actual,YTD,2021-03-31,Office of Property Assessment,OPA,59,3,2021,59
Office of Sustainability,805764,2021,Actual,YTD,2021-03-31,Office of Sustainability,Sustainability,49,3,2021,49
Parks and Recreation,36324139,2021,Actual,YTD,2021-03-31,Department of Parks and Recreation,Parks & Recreation,16,3,2021,16
Planning & Development (1),12987257,2021,Actual,YTD,2021-03-31,Department of Planning and Development,Planning & Development,72,3,2021,72
Police,516250212,2021,Actual,YTD,2021-03-31,Police Department,Police,11,3,2021,11
Prisons,176299700,2021,Actual,YTD,2021-03-31,Philadelphia Prison System,Prisons,23,3,2021,23
Procurement,3604027,2021,Actual,YTD,2021-03-31,Procurement Department,Procurement,38,3,2021,38
Public Health,115584246,2021,Actual,YTD,2021-03-31,Department of Public Health,Public Health,14,3,2021,14
Public Property,37464832,2021,Actual,YTD,2021-03-31,Department of Public Property,Public Property,20,3,2021,20
Public Property-SEPTA Subsidy,63456000,2021,Actual,YTD,2021-03-31,Public Property: SEPTA Subsidy,,20SS,3,2021,20
Public Property-Space Rentals,23885873,2021,Actual,YTD,2021-03-31,Public Property: Space Rentals,,20SR,3,2021,20
Public Property-Utilities,24051437,2021,Actual,YTD,2021-03-31,Public Property: Utilities,,20U,3,2021,20
Records,2672476,2021,Actual,YTD,2021-03-31,Department of Records,Records,31,3,2021,31
Register of Wills,3151514,2021,Actual,YTD,2021-03-31,Register of Wills,,68,3,2021,68
Revenue,19772320,2021,Actual,YTD,2021-03-31,Department of Revenue,Revenue,36,3,2021,36
Sheriff,19725368,2021,Actual,YTD,2021-03-31,Office of the Sheriff,Sheriff,70,3,2021,70
Sinking Fund Commission (Debt Service),251261774,2021,Actual,YTD,2021-03-31,Sinking Fund Commission,Sinking Fund,37,3,2021,37
Streets-Disposal,49829800,2021,Actual,YTD,2021-03-31,Streets: Disposal,,12D,3,2021,12
Streets,76177105,2021,Actual,YTD,2021-03-31,Streets Department,Streets,12,3,2021,12
Art Museum Subsidy,2040000,2021,Target Budget,Full Year,2021-03-31,Art Museum,,34,3,2021,34
Auditing (City Controller's Office),9568289,2021,Target Budget,Full Year,2021-03-31,City Controller's Office,,61,3,2021,61
Board of Ethics,975196,2021,Target Budget,Full Year,2021-03-31,Board of Ethics,,45,3,2021,45
Board of Revision of Taxes,1043214,2021,Target Budget,Full Year,2021-03-31,Board of Revision of Taxes,BRT,63,3,2021,63
City Commissioners (Election Board),22044682,2021,Target Budget,Full Year,2021-03-31,City Commissioner's Office,City Commissioners,73,3,2021,73
City Council,32211973,2021,Target Budget,Full Year,2021-03-31,City Council,,01,3,2021,01
City Representative,0,2021,Target Budget,Full Year,2021-03-31,Office of the City Representative,City Rep,41,3,2021,41
City Treasurer,1948938,2021,Target Budget,Full Year,2021-03-31,Office of the City Treasurer,City Treasurer,40,3,2021,40
Civil Service Commission,207742,2021,Target Budget,Full Year,2021-03-31,Civil Service Commission,,55,3,2021,55
