category,fiscal_month,amount,fiscal_year,quarter,month
Beverage Tax,6,5.9,2019,1,12
Other Taxes,6,9.6,2019,1,12
Locally Generated Non-Tax,6,20.6,2019,1,12
Other Governments,6,3.5,2019,1,12
PICA Other Governments,6,16.1,2019,1,12
Interfund Transfers,6,0.0,2019,1,12
Total Current Revenue,6,239.0,2019,1,12
Prior Year Revenue,6,0.0,2019,1,12
Other Adjustments,6,0.0,2019,1,12
Total Cash Receipts,6,239.0,2019,1,12
Real Estate Tax,7,56.3,2019,1,1
"Wage, Earnings, Net Profits",7,163.4,2019,1,1
Realty Transfer Tax,7,28.9,2019,1,1
Sales Tax,7,12.4,2019,1,1
BIRT,7,16.9,2019,1,1
Beverage Tax,7,6.6,2019,1,1
Other Taxes,7,9.6,2019,1,1
Locally Generated Non-Tax,7,22.8,2019,1,1
Other Governments,7,15.2,2019,1,1
PICA Other Governments,7,65.7,2019,1,1
Interfund Transfers,7,0.0,2019,1,1
Total Current Revenue,7,397.8,2019,1,1
Prior Year Revenue,7,0.3,2019,1,1
Other Adjustments,7,0.0,2019,1,1
Total Cash Receipts,7,398.1,2019,1,1
Real Estate Tax,8,355.7,2019,1,2
"Wage, Earnings, Net Profits",8,125.3,2019,1,2
Realty Transfer Tax,8,21.8,2019,1,2
Sales Tax,8,16.6,2019,1,2
BIRT,8,5.1,2019,1,2
Beverage Tax,8,5.9,2019,1,2
Other Taxes,8,10.1,2019,1,2
Locally Generated Non-Tax,8,22.4,2019,1,2
Other Governments,8,11.4,2019,1,2
PICA Other Governments,8,29.5,2019,1,2
Interfund Transfers,8,0.0,2019,1,2
Total Current Revenue,8,603.7,2019,1,2
Prior Year Revenue,8,0.0,2019,1,2
Other Adjustments,8,0.0,2019,1,2
Total Cash Receipts,8,603.7,2019,1,2
Real Estate Tax,9,148.6,2019,1,3
"Wage, Earnings, Net Profits",9,142.4,2019,1,3
Realty Transfer Tax,9,25.7,2019,1,3
Sales Tax,9,13.6,2019,1,3
BIRT,9,55.1,2019,1,3
Beverage Tax,9,5.5,2019,1,3
Other Taxes,9,9.4,2019,1,3
Locally Generated Non-Tax,9,26.2,2019,1,3
Other Governments,9,13.2,2019,1,3
PICA Other Governments,9,54.3,2019,1,3
Interfund Transfers,9,0.0,2019,1,3
Total Current Revenue,9,493.9,2019,1,3
Prior Year Revenue,9,0.0,2019,1,3
Other Adjustments,9,0.0,2019,1,3
Total Cash Receipts,9,493.9,2019,1,3
Real Estate Tax,10,30.9,2019,1,4
"Wage, Earnings, Net Profits",10,167.0,2019,1,4
Realty Transfer Tax,10,27.4,2019,1,4
Sales Tax,10,11.9,2019,1,4
BIRT,10,270.5,2019,1,4
Beverage Tax,10,6.6,2019,1,4
Other Taxes,10,12.9,2019,1,4
Locally Generated Non-Tax,10,24.0,2019,1,4
Other Governments,10,11.5,2019,1,4
PICA Other Governments,10,44.7,2019,1,4
Interfund Transfers,10,0.0,2019,1,4
Total Current Revenue,10,607.5,2019,1,4
Prior Year Revenue,10,0.0,2019,1,4
Other Adjustments,10,0.0,2019,1,4
Total Cash Receipts,10,607.5,2019,1,4
Real Estate Tax,11,15.8,2019,1,5
"Wage, Earnings, Net Profits",11,134.4,2019,1,5
Realty Transfer Tax,11,30.7,2019,1,5
Sales Tax,11,17.9,2019,1,5
BIRT,11,61.2,2019,1,5
Beverage Tax,11,6.3,2019,1,5
Other Taxes,11,10.1,2019,1,5
Locally Generated Non-Tax,11,27.6,2019,1,5
Other Governments,11,11.7,2019,1,5
PICA Other Governments,11,44.4,2019,1,5
Interfund Transfers,11,0.0,2019,1,5
Total Current Revenue,11,360.0,2019,1,5
Prior Year Revenue,11,0.0,2019,1,5
Other Adjustments,11,0.0,2019,1,5
Total Cash Receipts,11,360.0,2019,1,5
Real Estate Tax,12,3.4,2019,1,6
"Wage, Earnings, Net Profits",12,126.0,2019,1,6
Realty Transfer Tax,12,29.5,2019,1,6
Sales Tax,12,27.8,2019,1,6
BIRT,12,7.5,2019,1,6
Beverage Tax,12,7.2,2019,1,6
Other Taxes,12,9.3,2019,1,6
Locally Generated Non-Tax,12,25.0,2019,1,6
Other Governments,12,15.0,2019,1,6
PICA Other Governments,12,38.7,2019,1,6
Interfund Transfers,12,28.1,2019,1,6
Total Current Revenue,12,317.5,2019,1,6
Prior Year Revenue,12,0.0,2019,1,6
Other Adjustments,12,0.0,2019,1,6
Total Cash Receipts,12,317.5,2019,1,6
Real Estate Tax,1,9.2,2018,4,7
"Wage, Earnings, Net Profits",1,137.7,2018,4,7
Realty Transfer Tax,1,38.3,2018,4,7
Sales Tax,1,28.6,2018,4,7
BIRT,1,6.9,2018,4,7
Beverage Tax,1,6.9,2018,4,7
Other Taxes,1,10.2,2018,4,7
Locally Generated Non-Tax,1,24.3,2018,4,7
Other Governments,1,22.9,2018,4,7
PICA Other Governments,1,25.8,2018,4,7
Interfund Transfers,1,0.0,2018,4,7
Total Current Revenue,1,310.7,2018,4,7
Prior Year Revenue,1,40.9,2018,4,7
Other Adjustments,1,0.0,2018,4,7
Total Cash Receipts,1,351.6,2018,4,7
Real Estate Tax,2,8.5,2018,4,8
"Wage, Earnings, Net Profits",2,114.0,2018,4,8
Realty Transfer Tax,2,29.0,2018,4,8
Sales Tax,2,29.0,2018,4,8
BIRT,2,6.9,2018,4,8
Beverage Tax,2,6.5,2018,4,8
Other Taxes,2,9.5,2018,4,8
Locally Generated Non-Tax,2,29.4,2018,4,8
Other Governments,2,52.3,2018,4,8
PICA Other Governments,2,37.2,2018,4,8
Interfund Transfers,2,0.0,2018,4,8
Total Current Revenue,2,322.5,2018,4,8
Prior Year Revenue,2,0.2,2018,4,8
Other Adjustments,2,0.0,2018,4,8
Total Cash Receipts,2,322.6,2018,4,8
Real Estate Tax,3,6.5,2018,4,9
"Wage, Earnings, Net Profits",3,115.3,2018,4,9
Realty Transfer Tax,3,20.8,2018,4,9
Sales Tax,3,12.0,2018,4,9
BIRT,3,16.4,2018,4,9
Beverage Tax,3,6.7,2018,4,9
Other Taxes,3,12.2,2018,4,9
Locally Generated Non-Tax,3,21.4,2018,4,9
Other Governments,3,77.9,2018,4,9
PICA Other Governments,3,29.7,2018,4,9
Interfund Transfers,3,0.0,2018,4,9
Total Current Revenue,3,318.8,2018,4,9
Prior Year Revenue,3,12.5,2018,4,9
Other Adjustments,3,0.0,2018,4,9
Total Cash Receipts,3,331.4,2018,4,9
Real Estate Tax,4,6.0,2018,4,10
"Wage, Earnings, Net Profits",4,134.3,2018,4,10
Realty Transfer Tax,4,27.5,2018,4,10
Sales Tax,4,11.9,2018,4,10
BIRT,4,14.9,2018,4,10
Beverage Tax,4,7.6,2018,4,10
Other Taxes,4,10.3,2018,4,10
Locally Generated Non-Tax,4,30.7,2018,4,10
Other Governments,4,59.9,2018,4,10
PICA Other Governments,4,17.2,2018,4,10
Interfund Transfers,4,0.0,2018,4,10
Total Current Revenue,4,320.3,2018,4,10
Prior Year Revenue,4,-2.8,2018,4,10
Other Adjustments,4,0.0,2018,4,10
Total Cash Receipts,4,317.6,2018,4,10
Real Estate Tax,5,5.8,2018,4,11
"Wage, Earnings, Net Profits",5,119.4,2018,4,11
Realty Transfer Tax,5,28.7,2018,4,11
Sales Tax,5,14.6,2018,4,11
BIRT,5,0.9,2018,4,11
Beverage Tax,5,6.1,2018,4,11
Other Taxes,5,9.7,2018,4,11
Locally Generated Non-Tax,5,24.1,2018,4,11
Other Governments,5,16.8,2018,4,11
PICA Other Governments,5,41.8,2018,4,11
Interfund Transfers,5,0.0,2018,4,11
Total Current Revenue,5,267.9,2018,4,11
Prior Year Revenue,5,0.0,2018,4,11
Other Adjustments,5,0.0,2018,4,11
Total Cash Receipts,5,267.9,2018,4,11
Real Estate Tax,6,34.3,2018,4,12
"Wage, Earnings, Net Profits",6,112.0,2018,4,12
Realty Transfer Tax,6,21.8,2018,4,12
Sales Tax,6,12.7,2018,4,12
BIRT,6,6.1,2018,4,12
Beverage Tax,6,6.0,2018,4,12
Other Taxes,6,10.2,2018,4,12
Locally Generated Non-Tax,6,27.8,2018,4,12
Other Governments,6,7.0,2018,4,12
PICA Other Governments,6,13.1,2018,4,12
Interfund Transfers,6,0.0,2018,4,12
Total Current Revenue,6,250.9,2018,4,12
Prior Year Revenue,6,0.0,2018,4,12
Other Adjustments,6,0.0,2018,4,12
Total Cash Receipts,6,250.9,2018,4,12
Real Estate Tax,7,64.1,2018,4,1
"Wage, Earnings, Net Profits",7,170.0,2018,4,1
Realty Transfer Tax,7,36.9,2018,4,1
Sales Tax,7,11.9,2018,4,1
BIRT,7,29.4,2018,4,1
Beverage Tax,7,6.5,2018,4,1
Other Taxes,7,9.8,2018,4,1
Locally Generated Non-Tax,7,26.5,2018,4,1
Other Governments,7,15.2,2018,4,1
PICA Other Governments,7,62.7,2018,4,1
Interfund Transfers,7,0.0,2018,4,1
Total Current Revenue,7,432.8,2018,4,1
Prior Year Revenue,7,0.0,2018,4,1
Other Adjustments,7,0.0,2018,4,1
Total Cash Receipts,7,432.8,2018,4,1
Real Estate Tax,8,346.5,2018,4,2
"Wage, Earnings, Net Profits",8,109.4,2018,4,2
Realty Transfer Tax,8,25.0,2018,4,2
Sales Tax,8,15.8,2018,4,2
BIRT,8,-2.2,2018,4,2
Beverage Tax,8,5.8,2018,4,2
Other Taxes,8,11.1,2018,4,2
Locally Generated Non-Tax,8,27.6,2018,4,2
Other Governments,8,11.8,2018,4,2
PICA Other Governments,8,29.2,2018,4,2
Interfund Transfers,8,0.0,2018,4,2
Total Current Revenue,8,580.2,2018,4,2
Prior Year Revenue,8,0.0,2018,4,2
Other Adjustments,8,0.0,2018,4,2
Total Cash Receipts,8,580.2,2018,4,2
Real Estate Tax,9,114.7,2018,4,3
"Wage, Earnings, Net Profits",9,132.9,2018,4,3
Realty Transfer Tax,9,19.1,2018,4,3
Sales Tax,9,13.0,2018,4,3
BIRT,9,40.3,2018,4,3
Beverage Tax,9,5.5,2018,4,3
Other Taxes,9,9.2,2018,4,3
Locally Generated Non-Tax,9,20.2,2018,4,3
Other Governments,9,15.4,2018,4,3
PICA Other Governments,9,39.0,2018,4,3
Interfund Transfers,9,0.0,2018,4,3
Total Current Revenue,9,409.2,2018,4,3
Prior Year Revenue,9,0.0,2018,4,3
Other Adjustments,9,0.0,2018,4,3
Total Cash Receipts,9,409.2,2018,4,3
Real Estate Tax,10,34.2,2018,4,4
"Wage, Earnings, Net Profits",10,165.9,2018,4,4
Realty Transfer Tax,10,24.8,2018,4,4
Sales Tax,10,11.4,2018,4,4
BIRT,10,274.8,2018,4,4
Beverage Tax,10,6.5,2018,4,4
Other Taxes,10,11.3,2018,4,4
Locally Generated Non-Tax,10,26.6,2018,4,4
Other Governments,10,10.2,2018,4,4
PICA Other Governments,10,56.6,2018,4,4
Interfund Transfers,10,0.0,2018,4,4
Total Current Revenue,10,622.3,2018,4,4
Prior Year Revenue,10,0.0,2018,4,4
Other Adjustments,10,0.0,2018,4,4
Total Cash Receipts,10,622.3,2018,4,4
Real Estate Tax,11,15.3,2018,4,5
"Wage, Earnings, Net Profits",11,130.2,2018,4,5
Realty Transfer Tax,11,34.4,2018,4,5
Sales Tax,11,14.0,2018,4,5
BIRT,11,44.4,2018,4,5
Beverage Tax,11,6.2,2018,4,5
Other Taxes,11,10.1,2018,4,5
Locally Generated Non-Tax,11,29.8,2018,4,5
Other Governments,11,9.1,2018,4,5
PICA Other Governments,11,50.3,2018,4,5
Interfund Transfers,11,0.0,2018,4,5
Total Current Revenue,11,343.7,2018,4,5
Prior Year Revenue,11,0.0,2018,4,5
Other Adjustments,11,0.0,2018,4,5
Total Cash Receipts,11,343.7,2018,4,5
Real Estate Tax,12,8.1,2018,4,6
"Wage, Earnings, Net Profits",12,104.4,2018,4,6
Realty Transfer Tax,12,26.9,2018,4,6
Sales Tax,12,27.4,2018,4,6
BIRT,12,10.9,2018,4,6
Beverage Tax,12,7.0,2018,4,6
Other Taxes,12,9.2,2018,4,6
Locally Generated Non-Tax,12,28.3,2018,4,6
Other Governments,12,22.1,2018,4,6
PICA Other Governments,12,23.4,2018,4,6
Interfund Transfers,12,5.1,2018,4,6
Total Current Revenue,12,272.8,2018,4,6
Prior Year Revenue,12,0.0,2018,4,6
Other Adjustments,12,0.0,2018,4,6
Total Cash Receipts,12,272.8,2018,4,6
Real Estate Tax,1,9.2,2018,3,7
"Wage, Earnings, Net Profits",1,137.7,2018,3,7
Realty Transfer Tax,1,38.3,2018,3,7
Sales Tax,1,28.6,2018,3,7
BIRT,1,6.9,2018,3,7
Beverage Tax,1,6.9,2018,3,7
Other Taxes,1,10.2,2018,3,7
Locally Generated Non-Tax,1,24.3,2018,3,7
Other Governments,1,22.9,2018,3,7
PICA Other Governments,1,25.8,2018,3,7
Interfund Transfers,1,0.0,2018,3,7
Total Current Revenue,1,310.7,2018,3,7
Prior Year Revenue,1,40.9,2018,3,7
Other Adjustments,1,0.0,2018,3,7
Total Cash Receipts,1,351.6,2018,3,7
Real Estate Tax,2,8.5,2018,3,8
"Wage, Earnings, Net Profits",2,114.0,2018,3,8
Realty Transfer Tax,2,29.0,2018,3,8
Sales Tax,2,29.0,2018,3,8
BIRT,2,6.9,2018,3,8
Beverage Tax,2,6.5,2018,3,8
Other Taxes,2,9.5,2018,3,8
Locally Generated Non-Tax,2,29.4,2018,3,8
Other Governments,2,52.3,2018,3,8
PICA Other Governments,2,37.2,2018,3,8
Interfund Transfers,2,0.0,2018,3,8
Total Current Revenue,2,322.5,2018,3,8
Prior Year Revenue,2,0.2,2018,3,8
Other Adjustments,2,0.0,2018,3,8
Total Cash Receipts,2,322.6,2018,3,8
Real Estate Tax,3,6.5,2018,3,9
"Wage, Earnings, Net Profits",3,115.3,2018,3,9
Realty Transfer Tax,3,20.8,2018,3,9
Sales Tax,3,12.0,2018,3,9
BIRT,3,16.4,2018,3,9
Beverage Tax,3,6.7,2018,3,9
Other Taxes,3,12.2,2018,3,9
Locally Generated Non-Tax,3,21.4,2018,3,9
Other Governments,3,77.9,2018,3,9
PICA Other Governments,3,29.7,2018,3,9
Interfund Transfers,3,0.0,2018,3,9
Total Current Revenue,3,318.8,2018,3,9
Prior Year Revenue,3,12.5,2018,3,9
Other Adjustments,3,0.0,2018,3,9
Total Cash Receipts,3,331.4,2018,3,9
Real Estate Tax,4,6.0,2018,3,10
"Wage, Earnings, Net Profits",4,134.3,2018,3,10
Realty Transfer Tax,4,27.5,2018,3,10
Sales Tax,4,11.9,2018,3,10
BIRT,4,14.9,2018,3,10
Beverage Tax,4,7.6,2018,3,10
Other Taxes,4,10.3,2018,3,10
Locally Generated Non-Tax,4,30.7,2018,3,10
Other Governments,4,59.9,2018,3,10
PICA Other Governments,4,17.2,2018,3,10
Interfund Transfers,4,0.0,2018,3,10
Total Current Revenue,4,320.3,2018,3,10
Prior Year Revenue,4,-2.8,2018,3,10
Other Adjustments,4,0.0,2018,3,10
Total Cash Receipts,4,317.6,2018,3,10
Real Estate Tax,5,5.8,2018,3,11
"Wage, Earnings, Net Profits",5,119.4,2018,3,11
Realty Transfer Tax,5,28.7,2018,3,11
Sales Tax,5,14.6,2018,3,11
BIRT,5,0.9,2018,3,11
Beverage Tax,5,6.1,2018,3,11
Other Taxes,5,9.7,2018,3,11
Locally Generated Non-Tax,5,24.1,2018,3,11
Other Governments,5,16.8,2018,3,11
PICA Other Governments,5,41.8,2018,3,11
Interfund Transfers,5,0.0,2018,3,11
Total Current Revenue,5,267.9,2018,3,11
Prior Year Revenue,5,0.0,2018,3,11
Other Adjustments,5,0.0,2018,3,11
Total Cash Receipts,5,267.9,2018,3,11
Real Estate Tax,6,34.3,2018,3,12
"Wage, Earnings, Net Profits",6,112.0,2018,3,12
Realty Transfer Tax,6,21.8,2018,3,12
Sales Tax,6,12.7,2018,3,12
BIRT,6,6.1,2018,3,12
Beverage Tax,6,6.0,2018,3,12
Other Taxes,6,10.2,2018,3,12
Locally Generated Non-Tax,6,27.8,2018,3,12
Other Governments,6,7.0,2018,3,12
PICA Other Governments,6,13.1,2018,3,12
Interfund Transfers,6,0.0,2018,3,12
Total Current Revenue,6,250.9,2018,3,12
Prior Year Revenue,6,0.0,2018,3,12
Other Adjustments,6,0.0,2018,3,12
Total Cash Receipts,6,250.9,2018,3,12
Real Estate Tax,7,64.1,2018,3,1
"Wage, Earnings, Net Profits",7,170.0,2018,3,1
Realty Transfer Tax,7,36.9,2018,3,1
Sales Tax,7,11.9,2018,3,1
BIRT,7,29.4,2018,3,1
Beverage Tax,7,6.5,2018,3,1
Other Taxes,7,9.8,2018,3,1
Locally Generated Non-Tax,7,26.5,2018,3,1
Other Governments,7,15.2,2018,3,1
PICA Other Governments,7,62.7,2018,3,1
Interfund Transfers,7,0.0,2018,3,1
Total Current Revenue,7,432.8,2018,3,1
Prior Year Revenue,7,0.0,2018,3,1
Other Adjustments,7,0.0,2018,3,1
Total Cash Receipts,7,432.8,2018,3,1
Real Estate Tax,8,346.5,2018,3,2
"Wage, Earnings, Net Profits",8,109.4,2018,3,2
Realty Transfer Tax,8,25.0,2018,3,2
Sales Tax,8,15.8,2018,3,2
BIRT,8,-2.2,2018,3,2
Beverage Tax,8,5.8,2018,3,2
Other Taxes,8,11.1,2018,3,2
Locally Generated Non-Tax,8,27.6,2018,3,2
Other Governments,8,11.8,2018,3,2
PICA Other Governments,8,29.2,2018,3,2
Interfund Transfers,8,0.0,2018,3,2
Total Current Revenue,8,580.2,2018,3,2
Prior Year Revenue,8,0.0,2018,3,2
Other Adjustments,8,0.0,2018,3,2
Total Cash Receipts,8,580.2,2018,3,2
Real Estate Tax,9,114.7,2018,3,3
"Wage, Earnings, Net Profits",9,132.9,2018,3,3
Realty Transfer Tax,9,19.1,2018,3,3
Sales Tax,9,13.0,2018,3,3
BIRT,9,40.3,2018,3,3
Beverage Tax,9,5.5,2018,3,3
Other Taxes,9,9.2,2018,3,3
Locally Generated Non-Tax,9,20.2,2018,3,3
Other Governments,9,15.4,2018,3,3
PICA Other Governments,9,39.0,2018,3,3
Interfund Transfers,9,0.0,2018,3,3
Total Current Revenue,9,409.2,2018,3,3
Prior Year Revenue,9,0.0,2018,3,3
Other Adjustments,9,0.0,2018,3,3
Total Cash Receipts,9,409.2,2018,3,3
Real Estate Tax,10,34.2,2018,3,4
"Wage, Earnings, Net Profits",10,165.9,2018,3,4
Realty Transfer Tax,10,24.8,2018,3,4
Sales Tax,10,11.4,2018,3,4
BIRT,10,274.8,2018,3,4
Beverage Tax,10,6.5,2018,3,4
Other Taxes,10,11.3,2018,3,4
Locally Generated Non-Tax,10,26.6,2018,3,4
Other Governments,10,10.2,2018,3,4
PICA Other Governments,10,56.6,2018,3,4
Interfund Transfers,10,0.0,2018,3,4
Total Current Revenue,10,622.3,2018,3,4
Prior Year Revenue,10,0.0,2018,3,4
Other Adjustments,10,0.0,2018,3,4
Total Cash Receipts,10,622.3,2018,3,4
Real Estate Tax,11,14.0,2018,3,5
"Wage, Earnings, Net Profits",11,133.3,2018,3,5
Realty Transfer Tax,11,20.2,2018,3,5
Sales Tax,11,14.0,2018,3,5
BIRT,11,38.2,2018,3,5
Beverage Tax,11,7.2,2018,3,5
Other Taxes,11,10.1,2018,3,5
Locally Generated Non-Tax,11,25.8,2018,3,5
Other Governments,11,13.7,2018,3,5
PICA Other Governments,11,44.4,2018,3,5
Interfund Transfers,11,0.0,2018,3,5
Total Current Revenue,11,320.9,2018,3,5
Prior Year Revenue,11,0.0,2018,3,5
Other Adjustments,11,0.0,2018,3,5
Total Cash Receipts,11,320.9,2018,3,5
Real Estate Tax,12,11.1,2018,3,6
"Wage, Earnings, Net Profits",12,121.6,2018,3,6
Realty Transfer Tax,12,21.1,2018,3,6
Sales Tax,12,26.4,2018,3,6
BIRT,12,1.0,2018,3,6
Beverage Tax,12,7.5,2018,3,6
Other Taxes,12,9.5,2018,3,6
Locally Generated Non-Tax,12,23.2,2018,3,6
Other Governments,12,14.0,2018,3,6
PICA Other Governments,12,44.7,2018,3,6
Interfund Transfers,12,30.5,2018,3,6
Total Current Revenue,12,310.7,2018,3,6
Prior Year Revenue,12,0.0,2018,3,6
Other Adjustments,12,0.0,2018,3,6
Total Cash Receipts,12,310.7,2018,3,6
Real Estate Tax,1,9.2,2018,2,7
"Wage, Earnings, Net Profits",1,137.7,2018,2,7
Realty Transfer Tax,1,38.3,2018,2,7
Sales Tax,1,28.6,2018,2,7
BIRT,1,6.9,2018,2,7
Beverage Tax,1,6.9,2018,2,7
Other Taxes,1,10.2,2018,2,7
Locally Generated Non-Tax,1,24.3,2018,2,7
Other Governments,1,22.9,2018,2,7
PICA Other Governments,1,25.8,2018,2,7
Interfund Transfers,1,0.0,2018,2,7
Total Current Revenue,1,310.7,2018,2,7
Prior Year Revenue,1,40.9,2018,2,7
Other Adjustments,1,0.0,2018,2,7
Total Cash Receipts,1,351.6,2018,2,7
Real Estate Tax,2,8.5,2018,2,8
"Wage, Earnings, Net Profits",2,114.0,2018,2,8
Realty Transfer Tax,2,29.0,2018,2,8
Sales Tax,2,29.0,2018,2,8
BIRT,2,6.9,2018,2,8
Beverage Tax,2,6.5,2018,2,8
Other Taxes,2,9.5,2018,2,8
Locally Generated Non-Tax,2,29.4,2018,2,8
Other Governments,2,52.3,2018,2,8
PICA Other Governments,2,37.2,2018,2,8
Interfund Transfers,2,0.0,2018,2,8
Total Current Revenue,2,322.5,2018,2,8
Prior Year Revenue,2,0.2,2018,2,8
Other Adjustments,2,0.0,2018,2,8
Total Cash Receipts,2,322.6,2018,2,8
Real Estate Tax,3,6.5,2018,2,9
"Wage, Earnings, Net Profits",3,115.3,2018,2,9
Realty Transfer Tax,3,20.8,2018,2,9
Sales Tax,3,12.0,2018,2,9
BIRT,3,16.4,2018,2,9
Beverage Tax,3,6.7,2018,2,9
Other Taxes,3,12.2,2018,2,9
Locally Generated Non-Tax,3,21.4,2018,2,9
Other Governments,3,77.9,2018,2,9
PICA Other Governments,3,29.7,2018,2,9
Interfund Transfers,3,0.0,2018,2,9
Total Current Revenue,3,318.8,2018,2,9
Prior Year Revenue,3,12.5,2018,2,9
Other Adjustments,3,0.0,2018,2,9
Total Cash Receipts,3,331.4,2018,2,9
Real Estate Tax,4,6.0,2018,2,10
"Wage, Earnings, Net Profits",4,134.3,2018,2,10
Realty Transfer Tax,4,27.5,2018,2,10
Sales Tax,4,11.9,2018,2,10
BIRT,4,14.9,2018,2,10
Beverage Tax,4,7.6,2018,2,10
Other Taxes,4,10.3,2018,2,10
Locally Generated Non-Tax,4,30.7,2018,2,10
Other Governments,4,59.9,2018,2,10
PICA Other Governments,4,17.2,2018,2,10
Interfund Transfers,4,0.0,2018,2,10
Total Current Revenue,4,320.3,2018,2,10
Prior Year Revenue,4,-2.8,2018,2,10
Other Adjustments,4,0.0,2018,2,10
Total Cash Receipts,4,317.6,2018,2,10
Real Estate Tax,5,5.8,2018,2,11
"Wage, Earnings, Net Profits",5,119.4,2018,2,11
Realty Transfer Tax,5,28.7,2018,2,11
Sales Tax,5,14.6,2018,2,11
BIRT,5,0.9,2018,2,11
Beverage Tax,5,6.1,2018,2,11
Other Taxes,5,9.7,2018,2,11
Locally Generated Non-Tax,5,24.1,2018,2,11
Other Governments,5,16.8,2018,2,11
PICA Other Governments,5,41.8,2018,2,11
Interfund Transfers,5,0.0,2018,2,11
Total Current Revenue,5,267.9,2018,2,11
Prior Year Revenue,5,0.0,2018,2,11
Other Adjustments,5,0.0,2018,2,11
Total Cash Receipts,5,267.9,2018,2,11
Real Estate Tax,6,34.3,2018,2,12
"Wage, Earnings, Net Profits",6,112.0,2018,2,12
Realty Transfer Tax,6,21.8,2018,2,12
Sales Tax,6,12.7,2018,2,12
BIRT,6,6.1,2018,2,12
Beverage Tax,6,6.0,2018,2,12
Other Taxes,6,10.2,2018,2,12
Locally Generated Non-Tax,6,27.8,2018,2,12
Other Governments,6,7.0,2018,2,12
PICA Other Governments,6,13.1,2018,2,12
Interfund Transfers,6,0.0,2018,2,12
Total Current Revenue,6,250.9,2018,2,12
Prior Year Revenue,6,0.0,2018,2,12
Other Adjustments,6,0.0,2018,2,12
Total Cash Receipts,6,250.9,2018,2,12
Real Estate Tax,7,64.1,2018,2,1
"Wage, Earnings, Net Profits",7,170.0,2018,2,1
Realty Transfer Tax,7,36.9,2018,2,1
Sales Tax,7,11.9,2018,2,1
BIRT,7,29.4,2018,2,1
Beverage Tax,7,6.5,2018,2,1
Other Taxes,7,9.8,2018,2,1
Locally Generated Non-Tax,7,26.5,2018,2,1
Other Governments,7,15.2,2018,2,1
PICA Other Governments,7,62.7,2018,2,1
Interfund Transfers,7,0.0,2018,2,1
Total Current Revenue,7,432.8,2018,2,1
Prior Year Revenue,7,0.0,2018,2,1
Other Adjustments,7,0.0,2018,2,1
Total Cash Receipts,7,432.8,2018,2,1
Real Estate Tax,8,317.6,2018,2,2
"Wage, Earnings, Net Profits",8,122.4,2018,2,2
Realty Transfer Tax,8,13.7,2018,2,2
Sales Tax,8,16.2,2018,2,2
BIRT,8,5.7,2018,2,2
Beverage Tax,8,7.8,2018,2,2
Other Taxes,8,9.2,2018,2,2
Locally Generated Non-Tax,8,24.1,2018,2,2
Other Governments,8,10.1,2018,2,2
PICA Other Governments,8,29.5,2018,2,2
Interfund Transfers,8,0.0,2018,2,2
Total Current Revenue,8,556.4,2018,2,2
Prior Year Revenue,8,0.0,2018,2,2
Other Adjustments,8,0.0,2018,2,2
Total Cash Receipts,8,556.4,2018,2,2
Real Estate Tax,9,138.5,2018,2,3
"Wage, Earnings, Net Profits",9,136.1,2018,2,3
Realty Transfer Tax,9,17.5,2018,2,3
Sales Tax,9,12.2,2018,2,3
BIRT,9,48.6,2018,2,3
Beverage Tax,9,8.8,2018,2,3
Other Taxes,9,8.9,2018,2,3
Locally Generated Non-Tax,9,27.8,2018,2,3
Other Governments,9,14.1,2018,2,3
PICA Other Governments,9,54.3,2018,2,3
Interfund Transfers,9,0.0,2018,2,3
Total Current Revenue,9,466.9,2018,2,3
Prior Year Revenue,9,0.0,2018,2,3
Other Adjustments,9,0.0,2018,2,3
Total Cash Receipts,9,466.9,2018,2,3
Real Estate Tax,10,29.0,2018,2,4
"Wage, Earnings, Net Profits",10,157.8,2018,2,4
Realty Transfer Tax,10,17.1,2018,2,4
Sales Tax,10,11.9,2018,2,4
BIRT,10,240.2,2018,2,4
Beverage Tax,10,9.3,2018,2,4
Other Taxes,10,13.9,2018,2,4
Locally Generated Non-Tax,10,21.7,2018,2,4
Other Governments,10,10.7,2018,2,4
PICA Other Governments,10,44.7,2018,2,4
Interfund Transfers,10,0.0,2018,2,4
Total Current Revenue,10,556.2,2018,2,4
Prior Year Revenue,10,0.0,2018,2,4
Other Adjustments,10,0.0,2018,2,4
Total Cash Receipts,10,556.2,2018,2,4
Real Estate Tax,11,14.0,2018,2,5
"Wage, Earnings, Net Profits",11,129.5,2018,2,5
Realty Transfer Tax,11,17.7,2018,2,5
Sales Tax,11,14.4,2018,2,5
BIRT,11,49.3,2018,2,5
Beverage Tax,11,8.8,2018,2,5
Other Taxes,11,9.8,2018,2,5
Locally Generated Non-Tax,11,26.8,2018,2,5
Other Governments,11,11.6,2018,2,5
PICA Other Governments,11,44.4,2018,2,5
Interfund Transfers,11,0.0,2018,2,5
Total Current Revenue,11,326.4,2018,2,5
Prior Year Revenue,11,0.0,2018,2,5
Other Adjustments,11,0.0,2018,2,5
Total Cash Receipts,11,326.4,2018,2,5
Real Estate Tax,12,12.9,2018,2,6
"Wage, Earnings, Net Profits",12,117.3,2018,2,6
Realty Transfer Tax,12,18.1,2018,2,6
Sales Tax,12,26.3,2018,2,6
BIRT,12,8.3,2018,2,6
Beverage Tax,12,9.2,2018,2,6
