category,fiscal_month,amount,fiscal_year,quarter,month
Payroll,11,147.2,2019,3,5
Employee Benefits,11,53.5,2019,3,5
Pension,11,-2.0,2019,3,5
Contracts / Leases,11,67.3,2019,3,5
Materials / Equipment,11,7.2,2019,3,5
Contributions / Indemnities,11,4.1,2019,3,5
Short-Term Debt Service,11,0.0,2019,3,5
Long-Term Debt Service,11,0.1,2019,3,5
Interfund Charges,11,0.5,2019,3,5
Advances / Labor Obligations,11,26.8,2019,3,5
Current Year Appropriation,11,304.7,2019,3,5
Prior Year Encumbrances,11,1.6,2019,3,5
Prior Year Vouchers Payable,11,0.0,2019,3,5
Total Disbursements,11,306.3,2019,3,5
Payroll,12,138.7,2019,3,6
Employee Benefits,12,50.3,2019,3,6
Pension,12,-2.5,2019,3,6
Contracts / Leases,12,87.2,2019,3,6
Materials / Equipment,12,9.8,2019,3,6
Contributions / Indemnities,12,65.3,2019,3,6
Short-Term Debt Service,12,6.8,2019,3,6
Long-Term Debt Service,12,3.6,2019,3,6
Interfund Charges,12,25.7,2019,3,6
Advances / Labor Obligations,12,26.8,2019,3,6
Current Year Appropriation,12,411.8,2019,3,6
Prior Year Encumbrances,12,1.8,2019,3,6
Prior Year Vouchers Payable,12,0.0,2019,3,6
Total Disbursements,12,413.6,2019,3,6
Payroll,1,73.4,2019,2,7
Employee Benefits,1,47.8,2019,2,7
Pension,1,3.7,2019,2,7
Contracts / Leases,1,38.0,2019,2,7
Materials / Equipment,1,3.6,2019,2,7
Contributions / Indemnities,1,16.7,2019,2,7
Short-Term Debt Service,1,0.0,2019,2,7
Long-Term Debt Service,1,111.0,2019,2,7
Interfund Charges,1,3.8,2019,2,7
Advances / Labor Obligations,1,0.0,2019,2,7
Current Year Appropriation,1,298.0,2019,2,7
Prior Year Encumbrances,1,39.1,2019,2,7
Prior Year Vouchers Payable,1,90.5,2019,2,7
Total Disbursements,1,427.6,2019,2,7
Payroll,2,186.7,2019,2,8
Employee Benefits,2,48.5,2019,2,8
Pension,2,-5.7,2019,2,8
Contracts / Leases,2,55.6,2019,2,8
Materials / Equipment,2,3.8,2019,2,8
Contributions / Indemnities,2,5.5,2019,2,8
Short-Term Debt Service,2,0.0,2019,2,8
Long-Term Debt Service,2,0.5,2019,2,8
Interfund Charges,2,0.0,2019,2,8
Advances / Labor Obligations,2,0.0,2019,2,8
Current Year Appropriation,2,294.8,2019,2,8
Prior Year Encumbrances,2,25.7,2019,2,8
Prior Year Vouchers Payable,2,27.8,2019,2,8
Total Disbursements,2,348.2,2019,2,8
Payroll,3,138.4,2019,2,9
Employee Benefits,3,49.6,2019,2,9
Pension,3,4.2,2019,2,9
Contracts / Leases,3,55.4,2019,2,9
Materials / Equipment,3,8.0,2019,2,9
Contributions / Indemnities,3,56.3,2019,2,9
Short-Term Debt Service,3,0.1,2019,2,9
Long-Term Debt Service,3,0.0,2019,2,9
Interfund Charges,3,0.0,2019,2,9
Advances / Labor Obligations,3,0.0,2019,2,9
Current Year Appropriation,3,312.0,2019,2,9
Prior Year Encumbrances,3,17.8,2019,2,9
Prior Year Vouchers Payable,3,-36.1,2019,2,9
Total Disbursements,3,293.7,2019,2,9
Payroll,4,144.4,2019,2,10
Employee Benefits,4,51.5,2019,2,10
Pension,4,69.6,2019,2,10
Contracts / Leases,4,63.1,2019,2,10
Materials / Equipment,4,7.1,2019,2,10
Contributions / Indemnities,4,5.6,2019,2,10
Short-Term Debt Service,4,0.0,2019,2,10
Long-Term Debt Service,4,0.0,2019,2,10
Interfund Charges,4,0.0,2019,2,10
Advances / Labor Obligations,4,0.0,2019,2,10
Current Year Appropriation,4,341.4,2019,2,10
Prior Year Encumbrances,4,11.6,2019,2,10
Prior Year Vouchers Payable,4,144.2,2019,2,10
Total Disbursements,4,497.2,2019,2,10
Payroll,5,129.4,2019,2,11
Employee Benefits,5,48.9,2019,2,11
Pension,5,-5.5,2019,2,11
Contracts / Leases,5,84.9,2019,2,11
Materials / Equipment,5,4.2,2019,2,11
Contributions / Indemnities,5,15.8,2019,2,11
Short-Term Debt Service,5,0.0,2019,2,11
Long-Term Debt Service,5,10.1,2019,2,11
Interfund Charges,5,2.6,2019,2,11
Advances / Labor Obligations,5,0.0,2019,2,11
Current Year Appropriation,5,290.4,2019,2,11
Prior Year Encumbrances,5,5.4,2019,2,11
Prior Year Vouchers Payable,5,21.3,2019,2,11
Total Disbursements,5,317.1,2019,2,11
Payroll,6,130.7,2019,2,12
Employee Benefits,6,66.8,2019,2,12
Pension,6,-2.3,2019,2,12
Contracts / Leases,6,62.9,2019,2,12
Materials / Equipment,6,5.6,2019,2,12
Contributions / Indemnities,6,48.2,2019,2,12
Short-Term Debt Service,6,0.0,2019,2,12
Long-Term Debt Service,6,7.2,2019,2,12
Interfund Charges,6,0.0,2019,2,12
Advances / Labor Obligations,6,0.0,2019,2,12
Current Year Appropriation,6,319.0,2019,2,12
Prior Year Encumbrances,6,5.6,2019,2,12
Prior Year Vouchers Payable,6,1.2,2019,2,12
Total Disbursements,6,325.8,2019,2,12
Payroll,7,202.3,2019,2,1
Employee Benefits,7,47.0,2019,2,1
Pension,7,-5.3,2019,2,1
Contracts / Leases,7,55.7,2019,2,1
Materials / Equipment,7,5.6,2019,2,1
Contributions / Indemnities,7,4.7,2019,2,1
Short-Term Debt Service,7,0.1,2019,2,1
Long-Term Debt Service,7,29.2,2019,2,1
Interfund Charges,7,19.1,2019,2,1
Advances / Labor Obligations,7,0.0,2019,2,1
Current Year Appropriation,7,358.5,2019,2,1
Prior Year Encumbrances,7,8.0,2019,2,1
Prior Year Vouchers Payable,7,-9.5,2019,2,1
Total Disbursements,7,357.0,2019,2,1
Payroll,8,133.8,2019,2,2
Employee Benefits,8,53.5,2019,2,2
Pension,8,-3.1,2019,2,2
Contracts / Leases,8,58.3,2019,2,2
Materials / Equipment,8,6.8,2019,2,2
Contributions / Indemnities,8,2.8,2019,2,2
Short-Term Debt Service,8,0.0,2019,2,2
Long-Term Debt Service,8,0.0,2019,2,2
Interfund Charges,8,2.8,2019,2,2
Advances / Labor Obligations,8,10.7,2019,2,2
Current Year Appropriation,8,265.5,2019,2,2
Prior Year Encumbrances,8,6.3,2019,2,2
Prior Year Vouchers Payable,8,9.5,2019,2,2
Total Disbursements,8,281.3,2019,2,2
Payroll,9,133.9,2019,2,3
Employee Benefits,9,58.8,2019,2,3
Pension,9,497.1,2019,2,3
Contracts / Leases,9,83.0,2019,2,3
Materials / Equipment,9,9.0,2019,2,3
Contributions / Indemnities,9,55.6,2019,2,3
Short-Term Debt Service,9,0.0,2019,2,3
Long-Term Debt Service,9,0.6,2019,2,3
Interfund Charges,9,0.0,2019,2,3
Advances / Labor Obligations,9,10.7,2019,2,3
Current Year Appropriation,9,848.6,2019,2,3
Prior Year Encumbrances,9,4.1,2019,2,3
Prior Year Vouchers Payable,9,0.0,2019,2,3
Total Disbursements,9,852.7,2019,2,3
Payroll,10,133.9,2019,2,4
Employee Benefits,10,53.8,2019,2,4
Pension,10,113.1,2019,2,4
Contracts / Leases,10,80.5,2019,2,4
Materials / Equipment,10,8.7,2019,2,4
Contributions / Indemnities,10,4.8,2019,2,4
Short-Term Debt Service,10,0.0,2019,2,4
Long-Term Debt Service,10,0.1,2019,2,4
Interfund Charges,10,3.6,2019,2,4
Advances / Labor Obligations,10,10.7,2019,2,4
Current Year Appropriation,10,409.3,2019,2,4
Prior Year Encumbrances,10,3.7,2019,2,4
Prior Year Vouchers Payable,10,0.0,2019,2,4
Total Disbursements,10,413.0,2019,2,4
Payroll,11,146.9,2019,2,5
Employee Benefits,11,53.5,2019,2,5
Pension,11,-2.0,2019,2,5
Contracts / Leases,11,72.3,2019,2,5
Materials / Equipment,11,8.2,2019,2,5
Contributions / Indemnities,11,4.1,2019,2,5
Short-Term Debt Service,11,0.0,2019,2,5
Long-Term Debt Service,11,0.1,2019,2,5
Interfund Charges,11,0.5,2019,2,5
Advances / Labor Obligations,11,10.7,2019,2,5
Current Year Appropriation,11,294.3,2019,2,5
Prior Year Encumbrances,11,1.6,2019,2,5
Prior Year Vouchers Payable,11,0.0,2019,2,5
Total Disbursements,11,295.9,2019,2,5
Payroll,12,135.3,2019,2,6
Employee Benefits,12,59.9,2019,2,6
Pension,12,-2.5,2019,2,6
Contracts / Leases,12,92.2,2019,2,6
Materials / Equipment,12,10.8,2019,2,6
Contributions / Indemnities,12,62.1,2019,2,6
Short-Term Debt Service,12,6.9,2019,2,6
Long-Term Debt Service,12,3.5,2019,2,6
Interfund Charges,12,5.4,2019,2,6
Advances / Labor Obligations,12,10.7,2019,2,6
Current Year Appropriation,12,384.3,2019,2,6
Prior Year Encumbrances,12,1.8,2019,2,6
Prior Year Vouchers Payable,12,0.0,2019,2,6
Total Disbursements,12,386.1,2019,2,6
Payroll,1,73.4,2019,1,7
Employee Benefits,1,47.8,2019,1,7
Pension,1,3.7,2019,1,7
Contracts / Leases,1,38.0,2019,1,7
Materials / Equipment,1,3.6,2019,1,7
Contributions / Indemnities,1,16.7,2019,1,7
Short-Term Debt Service,1,0.0,2019,1,7
Long-Term Debt Service,1,111.0,2019,1,7
Interfund Charges,1,3.8,2019,1,7
Advances / Labor Obligations,1,0.0,2019,1,7
Current Year Appropriation,1,298.0,2019,1,7
Prior Year Encumbrances,1,39.1,2019,1,7
Prior Year Vouchers Payable,1,90.5,2019,1,7
Total Disbursements,1,427.6,2019,1,7
Payroll,2,186.7,2019,1,8
Employee Benefits,2,48.5,2019,1,8
Pension,2,-5.7,2019,1,8
Contracts / Leases,2,55.6,2019,1,8
Materials / Equipment,2,3.8,2019,1,8
Contributions / Indemnities,2,5.5,2019,1,8
Short-Term Debt Service,2,0.0,2019,1,8
Long-Term Debt Service,2,0.5,2019,1,8
Interfund Charges,2,0.0,2019,1,8
Advances / Labor Obligations,2,0.0,2019,1,8
Current Year Appropriation,2,294.8,2019,1,8
Prior Year Encumbrances,2,25.7,2019,1,8
Prior Year Vouchers Payable,2,27.8,2019,1,8
Total Disbursements,2,348.2,2019,1,8
Payroll,3,138.4,2019,1,9
Employee Benefits,3,49.6,2019,1,9
Pension,3,4.2,2019,1,9
Contracts / Leases,3,55.4,2019,1,9
Materials / Equipment,3,8.0,2019,1,9
Contributions / Indemnities,3,56.3,2019,1,9
Short-Term Debt Service,3,0.1,2019,1,9
Long-Term Debt Service,3,0.0,2019,1,9
Interfund Charges,3,0.0,2019,1,9
Advances / Labor Obligations,3,0.0,2019,1,9
Current Year Appropriation,3,312.0,2019,1,9
Prior Year Encumbrances,3,17.8,2019,1,9
Prior Year Vouchers Payable,3,-36.1,2019,1,9
Total Disbursements,3,293.7,2019,1,9
Payroll,4,144.4,2019,1,10
Employee Benefits,4,51.5,2019,1,10
Pension,4,69.6,2019,1,10
Contracts / Leases,4,63.1,2019,1,10
Materials / Equipment,4,7.1,2019,1,10
Contributions / Indemnities,4,5.6,2019,1,10
Short-Term Debt Service,4,0.0,2019,1,10
Long-Term Debt Service,4,0.0,2019,1,10
Interfund Charges,4,0.0,2019,1,10
Advances / Labor Obligations,4,0.0,2019,1,10
Current Year Appropriation,4,341.4,2019,1,10
Prior Year Encumbrances,4,11.6,2019,1,10
Prior Year Vouchers Payable,4,144.2,2019,1,10
Total Disbursements,4,497.2,2019,1,10
Payroll,5,144.9,2019,1,11
Employee Benefits,5,53.5,2019,1,11
Pension,5,-6.0,2019,1,11
Contracts / Leases,5,61.9,2019,1,11
Materials / Equipment,5,6.9,2019,1,11
Contributions / Indemnities,5,2.0,2019,1,11
Short-Term Debt Service,5,0.0,2019,1,11
Long-Term Debt Service,5,0.1,2019,1,11
Interfund Charges,5,0.0,2019,1,11
Advances / Labor Obligations,5,6.7,2019,1,11
Current Year Appropriation,5,269.9,2019,1,11
Prior Year Encumbrances,5,6.9,2019,1,11
Prior Year Vouchers Payable,5,5.4,2019,1,11
Total Disbursements,5,282.2,2019,1,11
Payroll,6,131.9,2019,1,12
Employee Benefits,6,71.3,2019,1,12
Pension,6,-2.5,2019,1,12
Contracts / Leases,6,74.6,2019,1,12
Materials / Equipment,6,8.6,2019,1,12
Contributions / Indemnities,6,59.3,2019,1,12
Short-Term Debt Service,6,0.0,2019,1,12
Long-Term Debt Service,6,9.4,2019,1,12
Interfund Charges,6,20.4,2019,1,12
Advances / Labor Obligations,6,6.7,2019,1,12
Current Year Appropriation,6,379.7,2019,1,12
Prior Year Encumbrances,6,4.4,2019,1,12
Prior Year Vouchers Payable,6,0.0,2019,1,12
Total Disbursements,6,384.1,2019,1,12
Payroll,7,190.1,2019,1,1
Employee Benefits,7,70.2,2019,1,1
Pension,7,-6.5,2019,1,1
Contracts / Leases,7,58.2,2019,1,1
Materials / Equipment,7,9.8,2019,1,1
Contributions / Indemnities,7,7.7,2019,1,1
Short-Term Debt Service,7,0.0,2019,1,1
Long-Term Debt Service,7,7.3,2019,1,1
Interfund Charges,7,0.1,2019,1,1
Advances / Labor Obligations,7,6.7,2019,1,1
Current Year Appropriation,7,343.6,2019,1,1
Prior Year Encumbrances,7,9.9,2019,1,1
Prior Year Vouchers Payable,7,0.0,2019,1,1
Total Disbursements,7,353.5,2019,1,1
Payroll,8,131.8,2019,1,2
Employee Benefits,8,48.5,2019,1,2
Pension,8,-3.1,2019,1,2
Contracts / Leases,8,58.3,2019,1,2
Materials / Equipment,8,6.8,2019,1,2
Contributions / Indemnities,8,2.8,2019,1,2
Short-Term Debt Service,8,0.0,2019,1,2
Long-Term Debt Service,8,29.9,2019,1,2
Interfund Charges,8,2.8,2019,1,2
Advances / Labor Obligations,8,6.7,2019,1,2
Current Year Appropriation,8,284.5,2019,1,2
Prior Year Encumbrances,8,6.3,2019,1,2
Prior Year Vouchers Payable,8,0.0,2019,1,2
Total Disbursements,8,290.8,2019,1,2
Payroll,9,131.9,2019,1,3
Employee Benefits,9,48.8,2019,1,3
Pension,9,504.6,2019,1,3
Contracts / Leases,9,83.0,2019,1,3
Materials / Equipment,9,8.0,2019,1,3
Contributions / Indemnities,9,55.6,2019,1,3
Short-Term Debt Service,9,0.0,2019,1,3
Long-Term Debt Service,9,0.6,2019,1,3
Interfund Charges,9,0.0,2019,1,3
Advances / Labor Obligations,9,6.7,2019,1,3
Current Year Appropriation,9,839.2,2019,1,3
Prior Year Encumbrances,9,4.1,2019,1,3
Prior Year Vouchers Payable,9,0.0,2019,1,3
Total Disbursements,9,843.3,2019,1,3
Payroll,10,131.9,2019,1,4
Employee Benefits,10,48.8,2019,1,4
Pension,10,113.1,2019,1,4
Contracts / Leases,10,80.5,2019,1,4
Materials / Equipment,10,8.7,2019,1,4
Contributions / Indemnities,10,4.8,2019,1,4
Short-Term Debt Service,10,0.0,2019,1,4
Long-Term Debt Service,10,0.1,2019,1,4
Interfund Charges,10,3.6,2019,1,4
Advances / Labor Obligations,10,6.7,2019,1,4
Current Year Appropriation,10,398.3,2019,1,4
Prior Year Encumbrances,10,3.7,2019,1,4
Prior Year Vouchers Payable,10,0.0,2019,1,4
Total Disbursements,10,402.0,2019,1,4
Payroll,11,144.9,2019,1,5
Employee Benefits,11,53.5,2019,1,5
Pension,11,-2.0,2019,1,5
Contracts / Leases,11,72.3,2019,1,5
Materials / Equipment,11,8.2,2019,1,5
Contributions / Indemnities,11,17.9,2019,1,5
Short-Term Debt Service,11,0.0,2019,1,5
Long-Term Debt Service,11,0.1,2019,1,5
Interfund Charges,11,0.5,2019,1,5
Advances / Labor Obligations,11,6.7,2019,1,5
Current Year Appropriation,11,302.1,2019,1,5
Prior Year Encumbrances,11,1.6,2019,1,5
Prior Year Vouchers Payable,11,0.0,2019,1,5
Total Disbursements,11,303.6,2019,1,5
Payroll,12,136.1,2019,1,6
Employee Benefits,12,50.3,2019,1,6
Pension,12,-2.5,2019,1,6
Contracts / Leases,12,92.2,2019,1,6
Materials / Equipment,12,10.8,2019,1,6
Contributions / Indemnities,12,47.9,2019,1,6
Short-Term Debt Service,12,7.0,2019,1,6
Long-Term Debt Service,12,3.2,2019,1,6
Interfund Charges,12,5.4,2019,1,6
Advances / Labor Obligations,12,6.7,2019,1,6
Current Year Appropriation,12,357.2,2019,1,6
Prior Year Encumbrances,12,1.8,2019,1,6
Prior Year Vouchers Payable,12,0.0,2019,1,6
Total Disbursements,12,359.0,2019,1,6
Payroll,1,69.7,2018,4,7
Employee Benefits,1,45.8,2018,4,7
Pension,1,3.7,2018,4,7
Contracts / Leases,1,42.6,2018,4,7
Materials / Equipment,1,3.0,2018,4,7
Contributions / Indemnities,1,14.3,2018,4,7
Short-Term Debt Service,1,0.0,2018,4,7
Long-Term Debt Service,1,96.1,2018,4,7
Interfund Charges,1,0.4,2018,4,7
Advances / Labor Obligations,1,0.0,2018,4,7
Current Year Appropriation,1,275.5,2018,4,7
Prior Year Encumbrances,1,38.3,2018,4,7
Prior Year Vouchers Payable,1,77.4,2018,4,7
Total Disbursements,1,391.2,2018,4,7
Payroll,2,172.3,2018,4,8
Employee Benefits,2,36.2,2018,4,8
Pension,2,-6.5,2018,4,8
Contracts / Leases,2,50.8,2018,4,8
Materials / Equipment,2,3.8,2018,4,8
Contributions / Indemnities,2,5.0,2018,4,8
Short-Term Debt Service,2,0.1,2018,4,8
Long-Term Debt Service,2,0.5,2018,4,8
Interfund Charges,2,0.0,2018,4,8
Advances / Labor Obligations,2,0.0,2018,4,8
Current Year Appropriation,2,262.2,2018,4,8
Prior Year Encumbrances,2,25.3,2018,4,8
Prior Year Vouchers Payable,2,-24.5,2018,4,8
Total Disbursements,2,263.0,2018,4,8
Payroll,3,133.4,2018,4,9
Employee Benefits,3,65.6,2018,4,9
Pension,3,4.8,2018,4,9
Contracts / Leases,3,76.3,2018,4,9
Materials / Equipment,3,8.5,2018,4,9
Contributions / Indemnities,3,10.2,2018,4,9
Short-Term Debt Service,3,0.1,2018,4,9
Long-Term Debt Service,3,0.0,2018,4,9
Interfund Charges,3,0.0,2018,4,9
Advances / Labor Obligations,3,0.0,2018,4,9
Current Year Appropriation,3,298.9,2018,4,9
Prior Year Encumbrances,3,19.3,2018,4,9
Prior Year Vouchers Payable,3,-9.5,2018,4,9
Total Disbursements,3,308.8,2018,4,9
Payroll,4,127.2,2018,4,10
Employee Benefits,4,33.7,2018,4,10
Pension,4,64.2,2018,4,10
Contracts / Leases,4,89.1,2018,4,10
Materials / Equipment,4,6.8,2018,4,10
Contributions / Indemnities,4,8.8,2018,4,10
Short-Term Debt Service,4,0.0,2018,4,10
Long-Term Debt Service,4,0.6,2018,4,10
Interfund Charges,4,0.0,2018,4,10
Advances / Labor Obligations,4,0.0,2018,4,10
Current Year Appropriation,4,330.4,2018,4,10
Prior Year Encumbrances,4,9.0,2018,4,10
Prior Year Vouchers Payable,4,89.8,2018,4,10
Total Disbursements,4,429.2,2018,4,10
Payroll,5,135.9,2018,4,11
Employee Benefits,5,42.2,2018,4,11
Pension,5,-6.0,2018,4,11
Contracts / Leases,5,61.0,2018,4,11
Materials / Equipment,5,5.3,2018,4,11
Contributions / Indemnities,5,11.5,2018,4,11
Short-Term Debt Service,5,0.0,2018,4,11
Long-Term Debt Service,5,9.2,2018,4,11
Interfund Charges,5,0.0,2018,4,11
Advances / Labor Obligations,5,0.0,2018,4,11
Current Year Appropriation,5,259.2,2018,4,11
Prior Year Encumbrances,5,6.7,2018,4,11
Prior Year Vouchers Payable,5,31.0,2018,4,11
Total Disbursements,5,296.8,2018,4,11
Payroll,6,121.6,2018,4,12
Employee Benefits,6,46.2,2018,4,12
Pension,6,-2.5,2018,4,12
Contracts / Leases,6,48.2,2018,4,12
Materials / Equipment,6,6.1,2018,4,12
Contributions / Indemnities,6,5.0,2018,4,12
Short-Term Debt Service,6,0.1,2018,4,12
Long-Term Debt Service,6,7.4,2018,4,12
Interfund Charges,6,0.0,2018,4,12
Advances / Labor Obligations,6,0.0,2018,4,12
Current Year Appropriation,6,232.1,2018,4,12
Prior Year Encumbrances,6,3.4,2018,4,12
Prior Year Vouchers Payable,6,5.8,2018,4,12
Total Disbursements,6,241.2,2018,4,12
Payroll,7,179.9,2018,4,1
Employee Benefits,7,47.0,2018,4,1
Pension,7,-6.5,2018,4,1
Contracts / Leases,7,61.3,2018,4,1
Materials / Equipment,7,6.9,2018,4,1
Contributions / Indemnities,7,5.5,2018,4,1
Short-Term Debt Service,7,0.4,2018,4,1
Long-Term Debt Service,7,31.2,2018,4,1
Interfund Charges,7,0.0,2018,4,1
Advances / Labor Obligations,7,0.0,2018,4,1
Current Year Appropriation,7,325.6,2018,4,1
Prior Year Encumbrances,7,4.3,2018,4,1
Prior Year Vouchers Payable,7,-26.1,2018,4,1
Total Disbursements,7,303.9,2018,4,1
Payroll,8,122.6,2018,4,2
Employee Benefits,8,43.5,2018,4,2
Pension,8,-2.7,2018,4,2
Contracts / Leases,8,50.3,2018,4,2
Materials / Equipment,8,5.6,2018,4,2
Contributions / Indemnities,8,10.6,2018,4,2
Short-Term Debt Service,8,0.0,2018,4,2
Long-Term Debt Service,8,0.5,2018,4,2
Interfund Charges,8,0.0,2018,4,2
Advances / Labor Obligations,8,0.0,2018,4,2
Current Year Appropriation,8,230.3,2018,4,2
Prior Year Encumbrances,8,5.2,2018,4,2
Prior Year Vouchers Payable,8,-2.3,2018,4,2
Total Disbursements,8,233.1,2018,4,2
Payroll,9,127.9,2018,4,3
Employee Benefits,9,47.0,2018,4,3
Pension,9,611.7,2018,4,3
Contracts / Leases,9,87.8,2018,4,3
Materials / Equipment,9,5.9,2018,4,3
Contributions / Indemnities,9,2.9,2018,4,3
Short-Term Debt Service,9,0.1,2018,4,3
Long-Term Debt Service,9,0.0,2018,4,3
Interfund Charges,9,0.0,2018,4,3
Advances / Labor Obligations,9,0.0,2018,4,3
Current Year Appropriation,9,883.4,2018,4,3
Prior Year Encumbrances,9,1.7,2018,4,3
Prior Year Vouchers Payable,9,8.1,2018,4,3
Total Disbursements,9,893.3,2018,4,3
Payroll,10,123.4,2018,4,4
Employee Benefits,10,54.5,2018,4,4
Pension,10,-3.0,2018,4,4
Contracts / Leases,10,52.2,2018,4,4
Materials / Equipment,10,5.6,2018,4,4
Contributions / Indemnities,10,4.6,2018,4,4
Short-Term Debt Service,10,0.0,2018,4,4
Long-Term Debt Service,10,0.8,2018,4,4
Interfund Charges,10,0.5,2018,4,4
Advances / Labor Obligations,10,0.0,2018,4,4
Current Year Appropriation,10,238.5,2018,4,4
Prior Year Encumbrances,10,1.5,2018,4,4
Prior Year Vouchers Payable,10,17.1,2018,4,4
Total Disbursements,10,257.1,2018,4,4
Payroll,11,137.8,2018,4,5
Employee Benefits,11,46.1,2018,4,5
Pension,11,-2.2,2018,4,5
Contracts / Leases,11,92.1,2018,4,5
Materials / Equipment,11,5.3,2018,4,5
Contributions / Indemnities,11,2.4,2018,4,5
Short-Term Debt Service,11,0.0,2018,4,5
Long-Term Debt Service,11,0.2,2018,4,5
Interfund Charges,11,0.0,2018,4,5
Advances / Labor Obligations,11,0.0,2018,4,5
Current Year Appropriation,11,281.8,2018,4,5
Prior Year Encumbrances,11,1.8,2018,4,5
Prior Year Vouchers Payable,11,-34.4,2018,4,5
Total Disbursements,11,249.1,2018,4,5
Payroll,12,123.8,2018,4,6
Employee Benefits,12,62.4,2018,4,6
Pension,12,-1.8,2018,4,6
Contracts / Leases,12,65.5,2018,4,6
Materials / Equipment,12,6.1,2018,4,6
Contributions / Indemnities,12,114.1,2018,4,6
Short-Term Debt Service,12,1.5,2018,4,6
Long-Term Debt Service,12,0.0,2018,4,6
Interfund Charges,12,0.0,2018,4,6
Advances / Labor Obligations,12,0.0,2018,4,6
Current Year Appropriation,12,371.6,2018,4,6
Prior Year Encumbrances,12,0.5,2018,4,6
Prior Year Vouchers Payable,12,29.0,2018,4,6
Total Disbursements,12,401.2,2018,4,6
Payroll,1,69.7,2018,3,7
Employee Benefits,1,45.8,2018,3,7
Pension,1,3.7,2018,3,7
Contracts / Leases,1,42.6,2018,3,7
Materials / Equipment,1,3.0,2018,3,7
Contributions / Indemnities,1,14.3,2018,3,7
Short-Term Debt Service,1,0.0,2018,3,7
Long-Term Debt Service,1,96.1,2018,3,7
Interfund Charges,1,0.4,2018,3,7
Advances / Labor Obligations,1,0.0,2018,3,7
Current Year Appropriation,1,275.5,2018,3,7
Prior Year Encumbrances,1,38.3,2018,3,7
Prior Year Vouchers Payable,1,77.4,2018,3,7
Total Disbursements,1,391.2,2018,3,7
Payroll,2,172.3,2018,3,8
Employee Benefits,2,36.2,2018,3,8
Pension,2,-6.5,2018,3,8
Contracts / Leases,2,50.8,2018,3,8
Materials / Equipment,2,3.8,2018,3,8
Contributions / Indemnities,2,5.0,2018,3,8
Short-Term Debt Service,2,0.1,2018,3,8
Long-Term Debt Service,2,0.5,2018,3,8
Interfund Charges,2,0.0,2018,3,8
Advances / Labor Obligations,2,0.0,2018,3,8
Current Year Appropriation,2,262.2,2018,3,8
Prior Year Encumbrances,2,25.3,2018,3,8
Prior Year Vouchers Payable,2,-24.5,2018,3,8
Total Disbursements,2,263.0,2018,3,8
Payroll,3,133.4,2018,3,9
Employee Benefits,3,65.6,2018,3,9
Pension,3,4.8,2018,3,9
Contracts / Leases,3,76.3,2018,3,9
Materials / Equipment,3,8.5,2018,3,9
Contributions / Indemnities,3,10.2,2018,3,9
Short-Term Debt Service,3,0.1,2018,3,9
Long-Term Debt Service,3,0.0,2018,3,9
Interfund Charges,3,0.0,2018,3,9
Advances / Labor Obligations,3,0.0,2018,3,9
Current Year Appropriation,3,298.9,2018,3,9
Prior Year Encumbrances,3,19.3,2018,3,9
Prior Year Vouchers Payable,3,-9.5,2018,3,9
Total Disbursements,3,308.8,2018,3,9
Payroll,4,127.2,2018,3,10
Employee Benefits,4,33.7,2018,3,10
Pension,4,64.2,2018,3,10
Contracts / Leases,4,89.1,2018,3,10
Materials / Equipment,4,6.8,2018,3,10
Contributions / Indemnities,4,8.8,2018,3,10
Short-Term Debt Service,4,0.0,2018,3,10
