category,fiscal_month,amount,fiscal_year,quarter,month
Consolidated Cash,5,696.8,2018,4,11
General Fund,6,570.6,2018,4,12
Grants Fund,6,-109.5,2018,4,12
Community Development,6,-8.1,2018,4,12
Vehicle Rental Tax,6,2.6,2018,4,12
Hospital Assessment Fund,6,50.8,2018,4,12
Housing Trust Fund,6,34.3,2018,4,12
Other Funds,6,8.7,2018,4,12
Total Operating Funds,6,549.3,2018,4,12
Capital Improvement,6,239.0,2018,4,12
Industrial and Commercial Development,6,9.8,2018,4,12
Total Capital Funds,6,248.8,2018,4,12
Consolidated Cash,6,798.1,2018,4,12
General Fund,7,699.5,2018,4,1
Grants Fund,7,37.6,2018,4,1
Community Development,7,-6.7,2018,4,1
Vehicle Rental Tax,7,3.0,2018,4,1
Hospital Assessment Fund,7,15.8,2018,4,1
Housing Trust Fund,7,35.2,2018,4,1
Other Funds,7,8.9,2018,4,1
Total Operating Funds,7,793.3,2018,4,1
Capital Improvement,7,217.6,2018,4,1
Industrial and Commercial Development,7,9.8,2018,4,1
Total Capital Funds,7,227.5,2018,4,1
Consolidated Cash,7,1020.7,2018,4,1
General Fund,8,1046.5,2018,4,2
Grants Fund,8,-18.1,2018,4,2
Community Development,8,-4.4,2018,4,2
Vehicle Rental Tax,8,3.4,2018,4,2
Hospital Assessment Fund,8,15.5,2018,4,2
Housing Trust Fund,8,35.7,2018,4,2
Other Funds,8,8.9,2018,4,2
Total Operating Funds,8,1087.5,2018,4,2
Capital Improvement,8,208.1,2018,4,2
Industrial and Commercial Development,8,9.8,2018,4,2
Total Capital Funds,8,217.9,2018,4,2
Consolidated Cash,8,1305.4,2018,4,2
General Fund,9,562.5,2018,4,3
Grants Fund,9,63.1,2018,4,3
Community Development,9,-3.6,2018,4,3
Vehicle Rental Tax,9,3.7,2018,4,3
Hospital Assessment Fund,9,17.3,2018,4,3
Housing Trust Fund,9,36.3,2018,4,3
Other Funds,9,8.4,2018,4,3
Total Operating Funds,9,687.7,2018,4,3
Capital Improvement,9,192.8,2018,4,3
Industrial and Commercial Development,9,9.8,2018,4,3
Total Capital Funds,9,202.7,2018,4,3
Consolidated Cash,9,890.4,2018,4,3
General Fund,10,927.7,2018,4,4
Grants Fund,10,102.3,2018,4,4
Community Development,10,3.1,2018,4,4
Vehicle Rental Tax,10,4.2,2018,4,4
Hospital Assessment Fund,10,16.5,2018,4,4
Housing Trust Fund,10,36.5,2018,4,4
Other Funds,10,8.5,2018,4,4
Total Operating Funds,10,1098.8,2018,4,4
Capital Improvement,10,177.1,2018,4,4
Industrial and Commercial Development,10,9.8,2018,4,4
Total Capital Funds,10,187.0,2018,4,4
Consolidated Cash,10,1285.7,2018,4,4
General Fund,11,897.3,2018,4,5
Grants Fund,11,51.9,2018,4,5
Community Development,11,0.9,2018,4,5
Vehicle Rental Tax,11,4.6,2018,4,5
Hospital Assessment Fund,11,37.1,2018,4,5
Housing Trust Fund,11,36.3,2018,4,5
Other Funds,11,8.5,2018,4,5
Total Operating Funds,11,1036.5,2018,4,5
Capital Improvement,11,160.7,2018,4,5
Industrial and Commercial Development,11,9.8,2018,4,5
Total Capital Funds,11,170.5,2018,4,5
Consolidated Cash,11,1207.0,2018,4,5
General Fund,12,768.9,2018,4,6
Grants Fund,12,7.2,2018,4,6
Community Development,12,-3.5,2018,4,6
Vehicle Rental Tax,12,5.1,2018,4,6
Hospital Assessment Fund,12,17.9,2018,4,6
Housing Trust Fund,12,34.9,2018,4,6
Other Funds,12,7.7,2018,4,6
Total Operating Funds,12,838.2,2018,4,6
Capital Improvement,12,145.3,2018,4,6
Industrial and Commercial Development,12,9.8,2018,4,6
Total Capital Funds,12,155.2,2018,4,6
Consolidated Cash,12,993.4,2018,4,6
General Fund,1,494.3,2018,3,7
Grants Fund,1,-58.0,2018,3,7
Community Development,1,-16.9,2018,3,7
Vehicle Rental Tax,1,6.0,2018,3,7
Hospital Assessment Fund,1,13.8,2018,3,7
Housing Trust Fund,1,32.0,2018,3,7
Other Funds,1,8.7,2018,3,7
Total Operating Funds,1,480.0,2018,3,7
Capital Improvement,1,28.4,2018,3,7
Industrial and Commercial Development,1,9.8,2018,3,7
Total Capital Funds,1,38.1,2018,3,7
Consolidated Cash,1,518.1,2018,3,7
General Fund,2,553.9,2018,3,8
Grants Fund,2,83.0,2018,3,8
Community Development,2,-15.1,2018,3,8
Vehicle Rental Tax,2,6.6,2018,3,8
Hospital Assessment Fund,2,13.6,2018,3,8
Housing Trust Fund,2,33.3,2018,3,8
Other Funds,2,9.0,2018,3,8
Total Operating Funds,2,684.3,2018,3,8
Capital Improvement,2,297.8,2018,3,8
Industrial and Commercial Development,2,9.8,2018,3,8
Total Capital Funds,2,307.6,2018,3,8
Consolidated Cash,2,992.0,2018,3,8
General Fund,3,576.5,2018,3,9
Grants Fund,3,20.0,2018,3,9
Community Development,3,-11.7,2018,3,9
Vehicle Rental Tax,3,1.2,2018,3,9
Hospital Assessment Fund,3,23.1,2018,3,9
Housing Trust Fund,3,33.8,2018,3,9
Other Funds,3,7.8,2018,3,9
Total Operating Funds,3,650.7,2018,3,9
Capital Improvement,3,287.3,2018,3,9
Industrial and Commercial Development,3,9.8,2018,3,9
Total Capital Funds,3,297.1,2018,3,9
Consolidated Cash,3,947.8,2018,3,9
General Fund,4,464.8,2018,3,10
Grants Fund,4,16.1,2018,3,10
Community Development,4,-11.8,2018,3,10
Vehicle Rental Tax,4,1.6,2018,3,10
Hospital Assessment Fund,4,14.7,2018,3,10
Housing Trust Fund,4,33.9,2018,3,10
Other Funds,4,7.9,2018,3,10
Total Operating Funds,4,527.4,2018,3,10
Capital Improvement,4,267.5,2018,3,10
Industrial and Commercial Development,4,9.8,2018,3,10
Total Capital Funds,4,277.3,2018,3,10
Consolidated Cash,4,804.7,2018,3,10
General Fund,5,435.9,2018,3,11
Grants Fund,5,-56.3,2018,3,11
Community Development,5,-4.4,2018,3,11
Vehicle Rental Tax,5,2.1,2018,3,11
Hospital Assessment Fund,5,14.8,2018,3,11
Housing Trust Fund,5,33.4,2018,3,11
Other Funds,5,8.9,2018,3,11
Total Operating Funds,5,434.4,2018,3,11
Capital Improvement,5,252.6,2018,3,11
Industrial and Commercial Development,5,9.8,2018,3,11
Total Capital Funds,5,262.4,2018,3,11
Consolidated Cash,5,696.8,2018,3,11
General Fund,6,570.6,2018,3,12
Grants Fund,6,-109.5,2018,3,12
Community Development,6,-8.1,2018,3,12
Vehicle Rental Tax,6,2.6,2018,3,12
Hospital Assessment Fund,6,50.8,2018,3,12
Housing Trust Fund,6,34.3,2018,3,12
Other Funds,6,8.7,2018,3,12
Total Operating Funds,6,549.3,2018,3,12
Capital Improvement,6,239.0,2018,3,12
Industrial and Commercial Development,6,9.8,2018,3,12
Total Capital Funds,6,248.8,2018,3,12
Consolidated Cash,6,798.1,2018,3,12
General Fund,7,699.5,2018,3,1
Grants Fund,7,37.6,2018,3,1
Community Development,7,-6.7,2018,3,1
Vehicle Rental Tax,7,3.0,2018,3,1
Hospital Assessment Fund,7,15.8,2018,3,1
Housing Trust Fund,7,35.2,2018,3,1
Other Funds,7,8.9,2018,3,1
Total Operating Funds,7,793.3,2018,3,1
Capital Improvement,7,217.6,2018,3,1
Industrial and Commercial Development,7,9.8,2018,3,1
Total Capital Funds,7,227.5,2018,3,1
Consolidated Cash,7,1020.7,2018,3,1
General Fund,8,1046.5,2018,3,2
Grants Fund,8,-18.1,2018,3,2
Community Development,8,-4.4,2018,3,2
Vehicle Rental Tax,8,3.4,2018,3,2
Hospital Assessment Fund,8,15.5,2018,3,2
Housing Trust Fund,8,35.7,2018,3,2
Other Funds,8,8.9,2018,3,2
Total Operating Funds,8,1087.5,2018,3,2
Capital Improvement,8,208.1,2018,3,2
Industrial and Commercial Development,8,9.8,2018,3,2
Total Capital Funds,8,217.9,2018,3,2
Consolidated Cash,8,1305.4,2018,3,2
General Fund,9,562.5,2018,3,3
Grants Fund,9,63.1,2018,3,3
Community Development,9,-3.6,2018,3,3
Vehicle Rental Tax,9,3.7,2018,3,3
Hospital Assessment Fund,9,17.3,2018,3,3
Housing Trust Fund,9,36.3,2018,3,3
Other Funds,9,8.4,2018,3,3
Total Operating Funds,9,687.7,2018,3,3
Capital Improvement,9,192.8,2018,3,3
Industrial and Commercial Development,9,9.8,2018,3,3
Total Capital Funds,9,202.7,2018,3,3
Consolidated Cash,9,890.4,2018,3,3
General Fund,10,927.7,2018,3,4
Grants Fund,10,102.3,2018,3,4
Community Development,10,3.1,2018,3,4
Vehicle Rental Tax,10,4.2,2018,3,4
Hospital Assessment Fund,10,16.5,2018,3,4
Housing Trust Fund,10,36.5,2018,3,4
Other Funds,10,8.5,2018,3,4
Total Operating Funds,10,1098.8,2018,3,4
Capital Improvement,10,177.1,2018,3,4
Industrial and Commercial Development,10,9.8,2018,3,4
Total Capital Funds,10,187.0,2018,3,4
Consolidated Cash,10,1285.7,2018,3,4
General Fund,11,744.3,2018,3,5
Grants Fund,11,-17.1,2018,3,5
Community Development,11,-3.0,2018,3,5
Vehicle Rental Tax,11,5.7,2018,3,5
Hospital Assessment Fund,11,27.1,2018,3,5
Housing Trust Fund,11,36.5,2018,3,5
Other Funds,11,7.2,2018,3,5
Total Operating Funds,11,800.8,2018,3,5
Capital Improvement,11,161.6,2018,3,5
Industrial and Commercial Development,11,9.8,2018,3,5
Total Capital Funds,11,171.5,2018,3,5
Consolidated Cash,11,972.2,2018,3,5
General Fund,12,748.1,2018,3,6
Grants Fund,12,-119.4,2018,3,6
Community Development,12,-6.1,2018,3,6
Vehicle Rental Tax,12,6.2,2018,3,6
Hospital Assessment Fund,12,15.4,2018,3,6
Housing Trust Fund,12,36.5,2018,3,6
Other Funds,12,7.2,2018,3,6
Total Operating Funds,12,688.0,2018,3,6
Capital Improvement,12,150.1,2018,3,6
Industrial and Commercial Development,12,9.8,2018,3,6
Total Capital Funds,12,160.0,2018,3,6
Consolidated Cash,12,847.9,2018,3,6
General Fund,1,494.3,2018,2,7
Grants Fund,1,-58.0,2018,2,7
Community Development,1,-16.9,2018,2,7
Vehicle Rental Tax,1,6.0,2018,2,7
Hospital Assessment Fund,1,13.8,2018,2,7
Housing Trust Fund,1,32.0,2018,2,7
Other Funds,1,8.7,2018,2,7
Total Operating Funds,1,480.0,2018,2,7
Capital Improvement,1,28.4,2018,2,7
Industrial and Commercial Development,1,9.8,2018,2,7
Total Capital Funds,1,38.1,2018,2,7
Consolidated Cash,1,518.1,2018,2,7
General Fund,2,553.9,2018,2,8
Grants Fund,2,83.0,2018,2,8
Community Development,2,-15.1,2018,2,8
Vehicle Rental Tax,2,6.6,2018,2,8
Hospital Assessment Fund,2,13.6,2018,2,8
Housing Trust Fund,2,33.3,2018,2,8
Other Funds,2,9.0,2018,2,8
Total Operating Funds,2,684.3,2018,2,8
Capital Improvement,2,297.8,2018,2,8
Industrial and Commercial Development,2,9.8,2018,2,8
Total Capital Funds,2,307.6,2018,2,8
Consolidated Cash,2,992.0,2018,2,8
General Fund,3,576.5,2018,2,9
Grants Fund,3,20.0,2018,2,9
Community Development,3,-11.7,2018,2,9
Vehicle Rental Tax,3,1.2,2018,2,9
Hospital Assessment Fund,3,23.1,2018,2,9
Housing Trust Fund,3,33.8,2018,2,9
Other Funds,3,7.8,2018,2,9
Total Operating Funds,3,650.7,2018,2,9
Capital Improvement,3,287.3,2018,2,9
Industrial and Commercial Development,3,9.8,2018,2,9
Total Capital Funds,3,297.1,2018,2,9
Consolidated Cash,3,947.8,2018,2,9
General Fund,4,464.8,2018,2,10
Grants Fund,4,16.1,2018,2,10
Community Development,4,-11.8,2018,2,10
Vehicle Rental Tax,4,1.6,2018,2,10
Hospital Assessment Fund,4,14.7,2018,2,10
Housing Trust Fund,4,33.9,2018,2,10
Other Funds,4,7.9,2018,2,10
Total Operating Funds,4,527.4,2018,2,10
Capital Improvement,4,267.5,2018,2,10
Industrial and Commercial Development,4,9.8,2018,2,10
Total Capital Funds,4,277.3,2018,2,10
Consolidated Cash,4,804.7,2018,2,10
General Fund,5,435.9,2018,2,11
Grants Fund,5,-56.3,2018,2,11
Community Development,5,-4.4,2018,2,11
Vehicle Rental Tax,5,2.1,2018,2,11
Hospital Assessment Fund,5,14.8,2018,2,11
Housing Trust Fund,5,33.4,2018,2,11
Other Funds,5,8.9,2018,2,11
Total Operating Funds,5,434.4,2018,2,11
Capital Improvement,5,252.6,2018,2,11
Industrial and Commercial Development,5,9.8,2018,2,11
Total Capital Funds,5,262.4,2018,2,11
Consolidated Cash,5,696.8,2018,2,11
General Fund,6,570.6,2018,2,12
Grants Fund,6,-109.5,2018,2,12
Community Development,6,-8.1,2018,2,12
Vehicle Rental Tax,6,2.6,2018,2,12
Hospital Assessment Fund,6,50.8,2018,2,12
Housing Trust Fund,6,34.3,2018,2,12
Other Funds,6,8.7,2018,2,12
Total Operating Funds,6,549.3,2018,2,12
Capital Improvement,6,239.0,2018,2,12
Industrial and Commercial Development,6,9.8,2018,2,12
Total Capital Funds,6,248.8,2018,2,12
Consolidated Cash,6,798.1,2018,2,12
General Fund,7,699.5,2018,2,1
Grants Fund,7,37.6,2018,2,1
Community Development,7,-6.7,2018,2,1
Vehicle Rental Tax,7,3.0,2018,2,1
Hospital Assessment Fund,7,15.8,2018,2,1
Housing Trust Fund,7,35.2,2018,2,1
Other Funds,7,8.9,2018,2,1
Total Operating Funds,7,793.3,2018,2,1
Capital Improvement,7,217.6,2018,2,1
Industrial and Commercial Development,7,9.8,2018,2,1
Total Capital Funds,7,227.5,2018,2,1
Consolidated Cash,7,1020.7,2018,2,1
General Fund,8,953.9,2018,2,2
Grants Fund,8,-199.8,2018,2,2
Community Development,8,-4.6,2018,2,2
Vehicle Rental Tax,8,5.4,2018,2,2
Hospital Assessment Fund,8,8.8,2018,2,2
Housing Trust Fund,8,35.2,2018,2,2
Other Funds,8,7.4,2018,2,2
Total Operating Funds,8,806.5,2018,2,2
Capital Improvement,8,202.1,2018,2,2
Industrial and Commercial Development,8,9.8,2018,2,2
Total Capital Funds,8,212.0,2018,2,2
Consolidated Cash,8,1018.5,2018,2,2
General Fund,9,597.8,2018,2,3
Grants Fund,9,-227.4,2018,2,3
Community Development,9,-6.8,2018,2,3
Vehicle Rental Tax,9,4.8,2018,2,3
Hospital Assessment Fund,9,23.2,2018,2,3
Housing Trust Fund,9,35.2,2018,2,3
Other Funds,9,7.6,2018,2,3
Total Operating Funds,9,434.5,2018,2,3
Capital Improvement,9,190.6,2018,2,3
Industrial and Commercial Development,9,9.8,2018,2,3
Total Capital Funds,9,200.5,2018,2,3
Consolidated Cash,9,634.9,2018,2,3
General Fund,10,772.6,2018,2,4
Grants Fund,10,-236.8,2018,2,4
Community Development,10,-3.4,2018,2,4
Vehicle Rental Tax,10,5.3,2018,2,4
Hospital Assessment Fund,10,9.4,2018,2,4
Housing Trust Fund,10,36.2,2018,2,4
Other Funds,10,7.4,2018,2,4
Total Operating Funds,10,590.8,2018,2,4
Capital Improvement,10,179.1,2018,2,4
Industrial and Commercial Development,10,9.8,2018,2,4
Total Capital Funds,10,189.0,2018,2,4
Consolidated Cash,10,779.8,2018,2,4
General Fund,11,593.5,2018,2,5
Grants Fund,11,-212.1,2018,2,5
Community Development,11,-3.0,2018,2,5
Vehicle Rental Tax,11,5.7,2018,2,5
Hospital Assessment Fund,11,27.1,2018,2,5
Housing Trust Fund,11,36.2,2018,2,5
Other Funds,11,7.2,2018,2,5
Total Operating Funds,11,454.7,2018,2,5
Capital Improvement,11,163.6,2018,2,5
Industrial and Commercial Development,11,9.8,2018,2,5
Total Capital Funds,11,173.5,2018,2,5
Consolidated Cash,11,628.1,2018,2,5
General Fund,12,605.0,2018,2,6
Grants Fund,12,-119.4,2018,2,6
Community Development,12,-6.1,2018,2,6
Vehicle Rental Tax,12,6.2,2018,2,6
Hospital Assessment Fund,12,15.4,2018,2,6
Housing Trust Fund,12,36.2,2018,2,6
Other Funds,12,7.2,2018,2,6
Total Operating Funds,12,544.6,2018,2,6
Capital Improvement,12,152.1,2018,2,6
Industrial and Commercial Development,12,9.8,2018,2,6
Total Capital Funds,12,162.0,2018,2,6
Consolidated Cash,12,706.5,2018,2,6
General Fund,1,494.3,2018,1,7
Grants Fund,1,-58.0,2018,1,7
Community Development,1,-16.9,2018,1,7
Vehicle Rental Tax,1,6.0,2018,1,7
Hospital Assessment Fund,1,13.8,2018,1,7
Housing Trust Fund,1,32.0,2018,1,7
Other Funds,1,8.7,2018,1,7
Total Operating Funds,1,480.0,2018,1,7
Capital Improvement,1,28.4,2018,1,7
Industrial and Commercial Development,1,9.8,2018,1,7
Total Capital Funds,1,38.1,2018,1,7
Consolidated Cash,1,518.1,2018,1,7
General Fund,2,553.9,2018,1,8
Grants Fund,2,83.0,2018,1,8
Community Development,2,-15.1,2018,1,8
Vehicle Rental Tax,2,6.6,2018,1,8
Hospital Assessment Fund,2,13.6,2018,1,8
Housing Trust Fund,2,33.3,2018,1,8
Other Funds,2,9.0,2018,1,8
Total Operating Funds,2,684.3,2018,1,8
Capital Improvement,2,297.8,2018,1,8
Industrial and Commercial Development,2,9.8,2018,1,8
Total Capital Funds,2,307.6,2018,1,8
Consolidated Cash,2,992.0,2018,1,8
General Fund,3,576.5,2018,1,9
Grants Fund,3,20.0,2018,1,9
Community Development,3,-11.7,2018,1,9
Vehicle Rental Tax,3,1.2,2018,1,9
Hospital Assessment Fund,3,23.1,2018,1,9
Housing Trust Fund,3,33.8,2018,1,9
Other Funds,3,7.8,2018,1,9
Total Operating Funds,3,650.7,2018,1,9
Capital Improvement,3,279.8,2018,1,9
Industrial and Commercial Development,3,9.8,2018,1,9
Total Capital Funds,3,289.5,2018,1,9
Consolidated Cash,3,940.2,2018,1,9
General Fund,4,464.8,2018,1,10
Grants Fund,4,16.1,2018,1,10
Community Development,4,-11.8,2018,1,10
Vehicle Rental Tax,4,1.6,2018,1,10
Hospital Assessment Fund,4,14.7,2018,1,10
Housing Trust Fund,4,33.9,2018,1,10
Other Funds,4,7.9,2018,1,10
Total Operating Funds,4,527.4,2018,1,10
Capital Improvement,4,267.5,2018,1,10
Industrial and Commercial Development,4,9.8,2018,1,10
Total Capital Funds,4,277.3,2018,1,10
Consolidated Cash,4,804.7,2018,1,10
General Fund,5,555.0,2018,1,11
Grants Fund,5,-154.5,2018,1,11
Community Development,5,-4.6,2018,1,11
Vehicle Rental Tax,5,4.2,2018,1,11
Hospital Assessment Fund,5,10.5,2018,1,11
Housing Trust Fund,5,20.8,2018,1,11
Other Funds,5,7.3,2018,1,11
Total Operating Funds,5,438.7,2018,1,11
Capital Improvement,5,252.0,2018,1,11
Industrial and Commercial Development,5,4.6,2018,1,11
Total Capital Funds,5,256.5,2018,1,11
Consolidated Cash,5,695.3,2018,1,11
General Fund,6,531.2,2018,1,12
Grants Fund,6,-213.8,2018,1,12
Community Development,6,-3.5,2018,1,12
Vehicle Rental Tax,6,4.6,2018,1,12
Hospital Assessment Fund,6,16.1,2018,1,12
Housing Trust Fund,6,21.9,2018,1,12
Other Funds,6,7.1,2018,1,12
Total Operating Funds,6,363.6,2018,1,12
Capital Improvement,6,240.5,2018,1,12
Industrial and Commercial Development,6,4.6,2018,1,12
Total Capital Funds,6,245.0,2018,1,12
Consolidated Cash,6,608.6,2018,1,12
General Fund,7,597.5,2018,1,1
Grants Fund,7,-179.6,2018,1,1
Community Development,7,-5.8,2018,1,1
Vehicle Rental Tax,7,5.0,2018,1,1
Hospital Assessment Fund,7,10.8,2018,1,1
Housing Trust Fund,7,20.8,2018,1,1
Other Funds,7,7.0,2018,1,1
Total Operating Funds,7,455.8,2018,1,1
Capital Improvement,7,225.0,2018,1,1
Industrial and Commercial Development,7,4.6,2018,1,1
Total Capital Funds,7,229.5,2018,1,1
Consolidated Cash,7,685.3,2018,1,1
General Fund,8,926.7,2018,1,2
Grants Fund,8,-199.8,2018,1,2
Community Development,8,-4.6,2018,1,2
Vehicle Rental Tax,8,5.4,2018,1,2
Hospital Assessment Fund,8,8.8,2018,1,2
Housing Trust Fund,8,18.9,2018,1,2
Other Funds,8,7.4,2018,1,2
Total Operating Funds,8,762.9,2018,1,2
Capital Improvement,8,209.5,2018,1,2
Industrial and Commercial Development,8,4.6,2018,1,2
Total Capital Funds,8,214.0,2018,1,2
Consolidated Cash,8,977.0,2018,1,2
General Fund,9,509.6,2018,1,3
Grants Fund,9,-227.4,2018,1,3
Community Development,9,-6.8,2018,1,3
Vehicle Rental Tax,9,4.8,2018,1,3
Hospital Assessment Fund,9,23.2,2018,1,3
Housing Trust Fund,9,18.6,2018,1,3
Other Funds,9,7.6,2018,1,3
Total Operating Funds,9,329.7,2018,1,3
Capital Improvement,9,198.0,2018,1,3
Industrial and Commercial Development,9,4.6,2018,1,3
Total Capital Funds,9,202.5,2018,1,3
Consolidated Cash,9,532.2,2018,1,3
General Fund,10,696.9,2018,1,4
Grants Fund,10,-236.8,2018,1,4
Community Development,10,-3.4,2018,1,4
Vehicle Rental Tax,10,5.3,2018,1,4
Hospital Assessment Fund,10,9.4,2018,1,4
Housing Trust Fund,10,18.4,2018,1,4
Other Funds,10,7.4,2018,1,4
Total Operating Funds,10,497.2,2018,1,4
Capital Improvement,10,186.5,2018,1,4
Industrial and Commercial Development,10,4.4,2018,1,4
Total Capital Funds,10,190.9,2018,1,4
Consolidated Cash,10,688.1,2018,1,4
General Fund,11,540.3,2018,1,5
Grants Fund,11,-212.1,2018,1,5
Community Development,11,-3.0,2018,1,5
Vehicle Rental Tax,11,5.7,2018,1,5
Hospital Assessment Fund,11,27.1,2018,1,5
Housing Trust Fund,11,18.5,2018,1,5
Other Funds,11,7.2,2018,1,5
Total Operating Funds,11,383.8,2018,1,5
Capital Improvement,11,171.0,2018,1,5
Industrial and Commercial Development,11,4.4,2018,1,5
Total Capital Funds,11,175.4,2018,1,5
Consolidated Cash,11,559.2,2018,1,5
General Fund,12,533.4,2018,1,6
Grants Fund,12,-119.4,2018,1,6
Community Development,12,-6.1,2018,1,6
Vehicle Rental Tax,12,6.2,2018,1,6
Hospital Assessment Fund,12,15.4,2018,1,6
Housing Trust Fund,12,17.7,2018,1,6
Other Funds,12,7.2,2018,1,6
Total Operating Funds,12,454.4,2018,1,6
Capital Improvement,12,159.5,2018,1,6
Industrial and Commercial Development,12,4.3,2018,1,6
Total Capital Funds,12,163.8,2018,1,6
Consolidated Cash,12,618.2,2018,1,6
General Fund,1,342.1,2017,4,7
Grants Fund,1,-123.7,2017,4,7
Community Development,1,-4.1,2017,4,7
Vehicle Rental Tax,1,6.4,2017,4,7
Hospital Assessment Fund,1,11.2,2017,4,7
Housing Trust Fund,1,25.9,2017,4,7
Other Funds,1,8.7,2017,4,7
Total Operating Funds,1,266.5,2017,4,7
Capital Improvement,1,114.2,2017,4,7
Industrial and Commercial Development,1,5.1,2017,4,7
Total Capital Funds,1,119.3,2017,4,7
Consolidated Cash,1,385.8,2017,4,7
General Fund,2,401.0,2017,4,8
Grants Fund,2,-63.2,2017,4,8
Community Development,2,-3.4,2017,4,8
Vehicle Rental Tax,2,7.0,2017,4,8
Hospital Assessment Fund,2,26.5,2017,4,8
Housing Trust Fund,2,26.8,2017,4,8
Other Funds,2,9.0,2017,4,8
Total Operating Funds,2,403.7,2017,4,8
Capital Improvement,2,114.6,2017,4,8
Industrial and Commercial Development,2,5.1,2017,4,8
Total Capital Funds,2,119.7,2017,4,8
Consolidated Cash,2,523.4,2017,4,8
General Fund,3,372.5,2017,4,9
Grants Fund,3,-55.9,2017,4,9
Community Development,3,-4.7,2017,4,9
Vehicle Rental Tax,3,1.6,2017,4,9
Hospital Assessment Fund,3,34.0,2017,4,9
Housing Trust Fund,3,27.7,2017,4,9
Other Funds,3,7.8,2017,4,9
Total Operating Funds,3,383.1,2017,4,9
Capital Improvement,3,105.2,2017,4,9
Industrial and Commercial Development,3,5.4,2017,4,9
Total Capital Funds,3,110.7,2017,4,9
Consolidated Cash,3,493.7,2017,4,9
General Fund,4,482.9,2017,4,10
Grants Fund,4,-116.6,2017,4,10
Community Development,4,-1.6,2017,4,10
Vehicle Rental Tax,4,2.1,2017,4,10
Hospital Assessment Fund,4,12.6,2017,4,10
Housing Trust Fund,4,28.7,2017,4,10
Other Funds,4,7.9,2017,4,10
Total Operating Funds,4,416.0,2017,4,10
Capital Improvement,4,98.5,2017,4,10
Industrial and Commercial Development,4,5.4,2017,4,10
Total Capital Funds,4,104.0,2017,4,10
Consolidated Cash,4,520.0,2017,4,10
General Fund,5,484.4,2017,4,11
Grants Fund,5,-180.8,2017,4,11
Community Development,5,-4.4,2017,4,11
Vehicle Rental Tax,5,2.6,2017,4,11
Hospital Assessment Fund,5,12.5,2017,4,11
Housing Trust Fund,5,29.4,2017,4,11
Other Funds,5,7.9,2017,4,11
Total Operating Funds,5,351.6,2017,4,11
Capital Improvement,5,89.6,2017,4,11
Industrial and Commercial Development,5,5.4,2017,4,11
Total Capital Funds,5,95.0,2017,4,11
Consolidated Cash,5,446.7,2017,4,11
General Fund,6,440.0,2017,4,12
Grants Fund,6,-271.3,2017,4,12
Community Development,6,-5.4,2017,4,12
Vehicle Rental Tax,6,3.0,2017,4,12
Hospital Assessment Fund,6,15.1,2017,4,12
Housing Trust Fund,6,30.1,2017,4,12
Other Funds,6,7.6,2017,4,12
Total Operating Funds,6,219.1,2017,4,12
